"DATE","Primary.Energy.Consumed.by.the.Residential.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Residential.Sector","End.Use.Energy.Consumed.by.the.Residential.Sector","Residential.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Residential.Sector","Primary.Energy.Consumed.by.the.Commercial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Commercial.Sector","End.Use.Energy.Consumed.by.the.Commercial.Sector","Commercial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Commercial.Sector","Primary.Energy.Consumed.by.the.Industrial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Industrial.Sector","End.Use.Energy.Consumed.by.the.Industrial.Sector","Industrial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Industrial.Sector","Month","Formatted.Data"
1984,-7.36690708436072e-11,1.04969899439311e-09,8.98126018000767e-11,7.48400452721398e-09,4.68639882456046e-09,-1.19086962513393e-10,8.93544438440586e-09,9.30185706238262e-10,2.45128717324405e-08,1.82595840669819e-08,2.41880343310186e-07,6.5366151602575e-08,3.11111762130167e-07,1.92705556401052e-07,5.22591562912567e-07,"November",6.42103259451687e-10
1984,1.5688783605583e-10,-1.06706465885509e-09,1.97815097635612e-11,-7.19012405170361e-09,-4.40195435658097e-09,1.16983756015543e-10,-8.59074589243392e-09,-8.98921825864818e-10,-2.35322090702539e-08,-1.75210743691423e-08,-2.2972994884185e-07,-6.26160101546702e-08,-2.96390680887271e-07,-1.84757936949609e-07,-4.99117959407158e-07,"December",-5.42058842256665e-10
1985,-2.17482920561451e-10,7.03778368915664e-10,-1.53704604599625e-10,4.53326265414944e-09,2.77555045613553e-09,-8.84483597474173e-11,5.46137357559928e-09,6.50175024929922e-10,1.50062078319024e-08,1.11176632344723e-08,1.46827005664818e-07,4.03712476781948e-08,1.90058017324191e-07,1.19227593131654e-07,3.20734670822276e-07,"January",8.3855411503464e-10
1985,2.30102159548551e-10,-1.92699189938139e-10,2.47382558882236e-10,-1.08911990537308e-09,-7.07814251654781e-10,4.76916284242179e-11,-1.40320821628848e-09,-3.35262484441046e-10,-3.97290023101959e-09,-2.76668288279325e-09,-4.1527073335601e-08,-1.17155707357597e-08,-5.43088845006423e-08,-3.46194610756356e-08,-9.20044840313494e-08,"February",-1.60889612743631e-09
1985,-1.86105353350285e-10,-9.46442924032453e-11,-2.58978616329841e-10,-7.86826603871305e-10,-4.87261786474846e-10,-2.84785528492648e-11,-7.90066678746371e-10,1.48929757415317e-10,-2.01976035896223e-09,-1.88265403266996e-09,-1.58979673869908e-08,-3.98139832213928e-09,-1.99033820535988e-08,-1.18458274300792e-08,-3.32415766024496e-08,"March",2.42198439082131e-09
1985,9.69748725765385e-11,-5.4939164328971e-11,1.92130755749531e-10,-2.25213625526521e-10,3.06954461848363e-11,5.10453901370056e-11,-4.27434088123846e-10,-1.83490556082688e-10,-1.2070131560904e-09,-3.93129084841348e-10,-1.2754981071339e-08,-3.91511889574758e-09,-1.70723524206551e-08,-1.13732312456705e-08,-2.92047843686305e-08,"April",-2.72029865300283e-09
1985,9.54969436861575e-12,4.64495997221093e-10,-8.26503310236149e-11,2.9305056159501e-09,1.45450940181036e-09,-9.43032318900805e-11,3.61541196980397e-09,3.24234861182049e-10,9.77240688371239e-09,6.79187905916478e-09,9.13721578399418e-08,2.55096210821648e-08,1.18657226266805e-07,7.51618927097297e-08,2.00772319658427e-07,"May",2.21371010411531e-09
1985,-9.47011358221062e-11,-6.88373802404385e-10,-2.37605490838178e-11,-4.38319602835691e-09,-2.29829311138019e-09,1.10162545752246e-10,-5.30553734279238e-09,-3.4333424991928e-10,-1.4310899132397e-08,-1.03062802736531e-08,-1.33697085402673e-07,-3.70328336884995e-08,-1.73286707649822e-07,-1.09305005935312e-07,-2.92981439997675e-07,"June",-1.06047082226723e-09
1985,1.2448708730517e-10,4.29253077527392e-10,8.98126018000767e-11,2.6533371055848e-09,1.36128619487863e-09,-7.05426828062627e-11,3.24880033986119e-09,1.28125066112261e-10,8.74348415891291e-09,6.30109298072057e-09,8.40391294332221e-08,2.3102330715119e-08,1.08876065496588e-07,6.82485961078783e-08,1.83880729309749e-07,"July",-1.56433088704944e-10
1985,-9.12905306904577e-11,1.86361148735159e-10,-1.01067598734517e-10,1.31251454149606e-09,8.40827851789072e-10,-3.69482222595252e-12,1.45223566505592e-09,2.11457518162206e-10,3.95812094211578e-09,3.06329184240894e-09,2.98557552014245e-08,8.72569216880947e-09,3.88038188248174e-08,2.5815438675636e-08,6.65954758005682e-08,"August",7.37600203137845e-10
1985,2.26236807066016e-11,-7.53743734094314e-10,6.98037183610722e-11,-4.71811745228479e-09,-2.72029865300283e-09,6.37214725429658e-11,-5.50758727513312e-09,-4.57475834991783e-10,-1.49204311128415e-08,-1.11346025732928e-08,-1.26385657495121e-07,-3.60153080691816e-08,-1.64317498274613e-07,-1.06642005448521e-07,-2.807082637446e-07,"September",-3.15594661515206e-10
1985,3.35376171278767e-11,9.44879730013781e-10,-2.36468622460961e-11,5.41444933332969e-09,3.07431946566794e-09,-7.61133378546219e-11,6.30612362328975e-09,4.59635884908494e-10,1.71048100128246e-08,1.26160557556432e-08,1.41971213452052e-07,4.11080520734686e-08,1.85355702342349e-07,1.21966422739206e-07,3.18971615342889e-07,"October",-9.24046617001295e-10
1985,-4.62705429526977e-11,-7.29357907403028e-10,-1.39834810397588e-11,-3.44095951732015e-09,-1.93426785699558e-09,4.34283720096573e-11,-3.83846554541378e-09,-2.29874785873108e-10,-1.04789137367334e-08,-7.49923856346868e-09,-7.83534233050887e-08,-2.4185965230572e-08,-1.03864522316144e-07,-7.21674950909801e-08,-1.83515567186987e-07,"November",2.39560904446989e-09
1985,3.55839802068658e-11,3.62490482075373e-10,3.88808985007927e-11,8.32756086310837e-10,4.23824531026185e-10,3.86535248253495e-12,6.34372554486617e-10,-5.35465005668812e-11,1.84161308425246e-09,9.33255250856746e-10,-1.59616320161149e-10,2.67183963842399e-09,2.60388333117589e-09,8.60495674714912e-09,1.30344233184587e-08,"December",-3.51701601175591e-09
1986,-5.21822585142218e-11,-1.89515958481934e-10,-6.5142558014486e-11,-5.67297320230864e-11,8.48103809403256e-11,-2.65458766079973e-11,1.83462134373258e-10,1.5688783605583e-10,4.01996658183634e-10,7.18159753887448e-10,1.57160684466362e-08,2.1636878955178e-09,1.80773440661142e-08,5.88954662816832e-09,2.34545041166712e-08,"January",4.04270394938067e-09
1986,1.07206687971484e-10,3.6652636481449e-10,1.10048858914524e-10,1.99599980987841e-09,9.29276211536489e-10,1.25055521493778e-12,2.44725129050494e-09,1.10276232589968e-11,6.62817001284566e-09,4.73357886221493e-09,5.70214524486801e-08,1.67292455444112e-08,7.45897068554768e-08,4.95925860377611e-08,1.29782165458892e-07,"February",-3.99086275137961e-09
1986,-1.42676981340628e-10,-7.15857595423586e-10,-1.79056769411545e-10,-5.11954567627981e-09,-2.63776200881694e-09,5.76392267248593e-11,-6.5058429754572e-09,-3.08432390738744e-10,-1.75209606823046e-08,-1.31732349473168e-08,-1.6563694771321e-07,-4.5335042386796e-08,-2.13328348763753e-07,-1.33756202558288e-07,-3.60390004061628e-07,"March",3.3796823117882e-09
1986,9.39053279580548e-11,8.71722249939921e-10,2.5886492949212e-10,6.7083192334394e-09,3.51769813278224e-09,-1.01067598734517e-10,8.55462189974787e-09,4.92150320496876e-10,2.30432988246321e-08,1.75402874447173e-08,2.22435119212605e-07,6.00736882461206e-08,2.85479472950101e-07,1.7702370769257e-07,4.79623849969357e-07,"April",-2.29829311138019e-09
1986,3.38786776410416e-11,-5.92734750171076e-10,-3.21279003401287e-10,-5.05508523929166e-09,-2.60297383647412e-09,8.16839929029811e-11,-6.49581011202827e-09,-4.24506652052514e-10,-1.75640479938011e-08,-1.34989477373892e-08,-1.74453589352197e-07,-4.66342271465692e-08,-2.22980133912642e-07,-1.37159076984972e-07,-3.73197508451995e-07,"May",1.10230757854879e-09
1986,-1.66210156749003e-10,-1.17950094136177e-11,3.39923644787632e-10,9.50649337028153e-10,3.52656570612453e-10,2.1032064978499e-12,1.3490080164047e-09,1.79056769411545e-10,3.82487996830605e-09,3.11501935357228e-09,4.76675268146209e-08,1.19607932447252e-08,5.92726792092435e-08,3.46743718182552e-08,9.69912434811704e-08,"June",-1.32786226458848e-10
1986,2.22144080908038e-10,5.15882447871263e-10,-3.0388491722988e-10,2.60456545220222e-09,1.52499524119776e-09,-9.81117409537546e-11,3.09941583509499e-09,3.18323145620525e-12,8.03953525974066e-09,5.90239324083086e-09,6.3203970057657e-08,1.82539565685147e-08,8.35991613712395e-08,5.45962848264026e-08,1.43872512126109e-07,"July",-6.81211531627923e-10
1986,-1.71326064446475e-10,-4.95504082209663e-10,2.13731254916638e-10,-2.636511453602e-09,-1.3890257832827e-09,1.44382283906452e-10,-3.07102254737401e-09,1.02886588138063e-10,-7.95176902101957e-09,-5.91126081417315e-09,-6.43428847979521e-08,-1.83609927262296e-08,-8.46348484628834e-08,-5.49824790141429e-08,-1.45369540405227e-07,"August",1.56342139234766e-09
1986,4.854427970713e-11,-1.01010755315656e-10,-8.01492205937393e-11,-1.21337961900281e-09,-8.81755113368854e-10,-1.21644916362129e-10,-1.87847604138369e-09,-5.00108399137389e-10,-5.24522647538106e-09,-3.94811650039628e-09,-5.54264261154458e-08,-1.47607863709709e-08,-7.0537680585403e-08,-4.27106670031208e-08,-1.17051968118176e-07,"September",-2.39742803387344e-09
1986,7.90123522165231e-11,8.97614427231019e-10,-6.3664629124105e-11,6.35577634966467e-09,3.80555320589337e-09,5.87192516832147e-11,8.40142888591799e-09,9.56447365751956e-10,2.26040697270946e-08,1.69372924574418e-08,2.1406049199868e-07,5.85262966978917e-08,2.75804040938965e-07,1.7186323475471e-07,4.64152435597498e-07,"October",2.92220647679642e-09
1986,-1.63367985805962e-10,-1.41326950142684e-09,1.68483893503435e-10,-9.59630597208161e-09,-5.65637492400128e-09,3.18323145620525e-12,-1.24179280192038e-08,-1.21940502140205e-09,-3.32527179125464e-08,-2.49422100750962e-08,-3.1179820325633e-07,-8.53040091897128e-08,-4.02064642912592e-07,-2.50969605986029e-07,-6.77222942613298e-07,"November",-3.22143023367971e-09
1986,1.95200300368015e-10,1.4308056961454e-09,-2.03613126359414e-10,9.6646317615523e-09,5.76915226702113e-09,-4.03588273911737e-11,1.23842198718194e-08,1.21713128464762e-09,3.3108278785221e-08,2.49599452217808e-08,3.11100620820071e-07,8.46434033974219e-08,4.00754288421012e-07,2.49181994149694e-07,6.73753675073385e-07,"December",3.51155904354528e-09
1987,-1.85082171810791e-10,-1.10051701085467e-09,1.75987224793062e-10,-7.7002368925605e-09,-4.72414285468403e-09,5.21822585142218e-11,-9.81543735179002e-09,-1.05899289337685e-09,-2.62429011854692e-08,-2.00175236386713e-08,-2.48874130193144e-07,-6.68933353153989e-08,-3.19828359351959e-07,-1.96993482859398e-07,-5.35289018444018e-07,"January",-3.58977558789775e-09
1987,1.48702383739874e-10,7.64117658036412e-10,-1.12208908831235e-10,5.85851012147032e-09,3.65935193258338e-09,-5.25801624462474e-11,7.42070938031247e-09,9.07789399207104e-10,1.9872231860063e-08,1.54327608470339e-08,1.90913851838559e-07,5.05144157614268e-08,2.44655893766321e-07,1.48816297951271e-07,4.07123479817528e-07,"February",3.02225089399144e-09
1987,-1.03341335488949e-10,-6.79051481711213e-10,3.24007487506606e-11,-5.55576207261765e-09,-3.40128281095531e-09,5.53086465515662e-11,-6.92250523570692e-09,-8.70272742758971e-10,-1.85502813110361e-08,-1.45762442116393e-08,-1.79514472620212e-07,-4.72453791644512e-08,-2.29879105972941e-07,-1.39232270157663e-07,-3.81945028493647e-07,"March",-1.83172232937068e-09
1987,5.21822585142218e-11,8.41026803755085e-10,5.59339241590351e-11,6.58610588288866e-09,3.91219145967625e-09,-6.22435436525848e-11,8.03015609562863e-09,9.44169187278021e-10,2.14986357605085e-08,1.68906808539759e-08,2.0845095605182e-07,5.51382584035309e-08,2.6712154976849e-07,1.62501123668335e-07,4.45013029093388e-07,"April",5.52063283976167e-10
1987,2.08046913030557e-11,-1.02269837043423e-09,-1.43813849717844e-10,-7.5430079959915e-09,-4.40672920376528e-09,6.49720277579036e-11,-8.99206042959122e-09,-1.01942987384973e-09,-2.41060433836537e-08,-1.89140791917453e-08,-2.34999788517598e-07,-6.22634956926049e-08,-3.01069121633191e-07,-1.83515567186987e-07,-5.02367583976593e-07,"May",3.91992216464132e-10
1987,-1.12891029857565e-10,1.00123997981427e-09,2.07251105166506e-10,7.20990556146717e-09,4.15138856624253e-09,-5.67865754419472e-11,8.33327362670389e-09,9.65769686445128e-10,2.24874270315922e-08,1.76532921614125e-08,2.2165545487951e-07,5.84655310831295e-08,2.83610688711633e-07,1.72388695318659e-07,4.73011823487468e-07,"June",-1.00499164545909e-09
1987,1.72462932823692e-10,-7.75656872065156e-10,-2.17482920561451e-10,-5.76176262256922e-09,-3.24484972225036e-09,4.32578417530749e-11,-6.35736796539277e-09,-7.64771357353311e-10,-1.7406023289368e-08,-1.36285507323919e-08,-1.74357182913809e-07,-4.56348061561584e-08,-2.22780499825603e-07,-1.34657966555096e-07,-3.70992438547546e-07,"July",1.40789779834449e-09
1987,-1.50976120494306e-10,5.42172529094387e-10,1.67347025126219e-10,4.46493686467875e-09,2.45722731051501e-09,-3.95630195271224e-11,4.7150479076663e-09,5.2830273489235e-10,1.31543060888362e-08,1.01297246146714e-08,1.33475168695441e-07,3.4877416510426e-08,1.70650309883058e-07,1.02993908512872e-07,2.84189809462987e-07,"August",-1.51612766785547e-09
1987,8.59472493175417e-11,-4.53809434475261e-10,-7.86712917033583e-11,-4.12148892792175e-09,-2.27305463340599e-09,5.33191268914379e-11,-4.386834007164e-09,-3.57431417796761e-10,-1.22799974633381e-08,-9.19658305065241e-09,-1.23657628137153e-07,-3.27684972489806e-08,-1.58675902639516e-07,-9.67849018707057e-08,-2.65349626715761e-07,"September",1.15869625005871e-09
1987,-7.90123522165231e-11,4.69867700303439e-10,-1.89857018995099e-11,4.23654000769602e-09,2.39492692344356e-09,-7.46354089642409e-11,4.6833577016514e-09,2.3635493562324e-10,1.29639374790713e-08,9.52991285885219e-09,1.28032070279005e-07,3.45008004387637e-08,1.64783614309272e-07,1.01918431028025e-07,2.76943865173962e-07,"October",-3.50155460182577e-10
1987,1.68711267178878e-10,-4.67281324745272e-10,1.083435563487e-10,-3.94732069253223e-09,-2.29806573770475e-09,9.01536623132415e-11,-4.50620518677169e-09,-1.05842445918825e-10,-1.23399104268174e-08,-8.97193785931449e-09,-1.19897549666348e-07,-3.26228644098592e-08,-1.54425606524455e-07,-9.64158743954613e-08,-2.60276920016622e-07,"November",-7.00310920365155e-10
1987,-2.69210431724787e-10,4.22261337007512e-10,-1.81216819328256e-10,3.27793259202735e-09,1.94268068298697e-09,-9.86233317235019e-11,3.89118781640718e-09,-1.97815097635612e-11,1.05652588899829e-08,7.62793206376955e-09,1.01749492387171e-07,2.77121046110551e-08,1.30871285364265e-07,8.18918124423362e-08,2.2036010705051e-07,"December",1.75077730091289e-09
1988,2.65004018729087e-10,-4.25416146754287e-10,2.23508322960697e-10,-3.06590663967654e-09,-1.75077730091289e-09,1.04364517028444e-10,-3.81842824026535e-09,6.1277205531951e-11,-1.02983790384314e-08,-7.49491846363526e-09,-9.91442448139424e-08,-2.68340158982028e-08,-1.27268094729516e-07,-7.91637830843683e-08,-2.13281055039261e-07,"January",-2.54476617556065e-09
1988,-1.35514710564166e-10,5.49533751836861e-10,-2.12935447052587e-10,3.88081389246508e-09,2.07296579901595e-09,-1.06808784039458e-10,4.89825424665469e-09,3.68345354218036e-11,1.31748265630449e-08,9.79252945398912e-09,1.26091890706448e-07,3.41205179665849e-08,1.61945081345038e-07,1.00536567515519e-07,2.71043063548859e-07,"February",2.76213540928438e-09
1988,-3.59250407200307e-11,-7.3723072091525e-10,1.42449607665185e-10,-5.27666088601109e-09,-2.78100742434617e-09,1.05387698567938e-10,-6.57135501569428e-09,-2.51361598202493e-10,-1.76638081939018e-08,-1.33393314172281e-08,-1.66229710885091e-07,-4.5324412667469e-08,-2.1390678739408e-07,-1.33592038764618e-07,-3.59126715920866e-07,"March",-2.18096829485148e-09
1988,1.50862433656584e-10,8.31619217933621e-10,-4.77484718430787e-11,6.11646555626066e-09,3.32829586113803e-09,-1.03739239420975e-10,7.52527284930693e-09,4.87830220663454e-10,2.02180103769933e-08,1.54107056005159e-08,1.86357283382677e-07,5.12381177486532e-08,2.40157532971352e-07,1.51125277625397e-07,4.04716956836637e-07,"April",9.54059942159802e-10
1988,-1.74395609064959e-10,-7.43284545023926e-10,-7.84439180279151e-12,-5.7264060160378e-09,-3.29418980982155e-09,1.02602371043758e-10,-7.01024305271858e-09,-6.47332853986882e-10,-1.88380226973095e-08,-1.44325440487592e-08,-1.70009116118308e-07,-4.70446650524536e-08,-2.19234152609715e-07,-1.38800601234834e-07,-3.70640918845311e-07,"May",3.18323145620525e-10
1988,1.4142642612569e-10,5.71617420064285e-10,-6.59383658785373e-12,4.67787231173133e-09,2.86877366306726e-09,-9.87938619800843e-11,5.73410829929344e-09,7.05085767549463e-10,1.5451121271326e-08,1.18272964755306e-08,1.36998551170109e-07,3.80561004931224e-08,1.76725507117226e-07,1.1225006346649e-07,2.99589373753406e-07,"June",-8.6038198787719e-10
1988,-1.06524566945154e-10,-4.96925167681184e-10,5.36601874046028e-11,-4.07715106121032e-09,-2.57068677456118e-09,9.4757979240967e-11,-5.01569275002112e-09,-7.00993041391484e-10,-1.35865434458537e-08,-1.03011643659556e-08,-1.19825017463882e-07,-3.33404841512674e-08,-1.54763256432489e-07,-9.8303530648991e-08,-2.62953108176589e-07,"July",2.80124368146062e-10
1988,9.53832568484358e-11,5.63403546038899e-10,-6.68478605803102e-11,4.17617229686584e-09,2.54408405453432e-09,-9.80548975348938e-11,5.13389863954217e-09,6.59952092973981e-10,1.39389157993719e-08,1.04521404864499e-08,1.2335635801719e-07,3.44151374065405e-08,1.59661340148887e-07,1.01521436590701e-07,2.71840235654963e-07,"August",9.82254277914762e-10
1988,-9.83391146291979e-11,-6.43581188342068e-10,2.20552465179935e-11,-4.20129708800232e-09,-2.46791387326084e-09,1.07434061646927e-10,-5.14515363647661e-09,-5.69571056985296e-10,-1.39240228236304e-08,-1.03550519270357e-08,-1.22648998512886e-07,-3.44352031333983e-08,-1.59010596689768e-07,-1.01711520983372e-07,-2.71613771474222e-07,"September",-1.89720594789833e-09
1988,9.67474989010952e-11,5.94951643506647e-10,4.25188773078844e-11,3.39935013471404e-09,2.05159267352428e-09,-1.1044676284655e-10,4.14766532230715e-09,4.17685441789217e-10,1.11131157609634e-08,8.1452071754029e-09,9.52959453570656e-08,2.71249973593513e-08,1.23696509035653e-07,8.02823478807113e-08,2.12883151107235e-07,"October",1.68438418768346e-09
1988,-8.59472493175417e-11,-3.68771679859492e-10,-7.9353412729688e-11,-1.64016000780975e-09,-1.23441168398131e-09,1.00158104032744e-10,-1.98349425772903e-09,-1.98156158148777e-10,-5.12994802193134e-09,-3.51701601175591e-09,-3.84054601454409e-08,-1.15959437607671e-08,-5.0038579502143e-08,-3.4518848224252e-08,-8.91691342985723e-08,"November",-4.08363121096045e-10
1988,7.04858393874019e-11,-1.25055521493778e-11,8.96989149623550e-11,-8.95283847057726e-10,-1.20508047984913e-11,-8.23661139293108e-11,-1.15150555757282e-09,-9.85664883046411e-11,-3.41049144481076e-09,-3.03066371998284e-09,-4.15225258620922e-08,-1.03939328255365e-08,-5.33618731424212e-08,-3.04277136820019e-08,-8.52801349537913e-08,"December",-1.16415321826935e-09
1989,-4.59294824395329e-11,4.94878804602195e-10,-1.13004716695286e-10,3.99973032472190e-09,1.71053216035943e-09,5.94582161284052e-11,5.03504793414322e-09,4.55770532425959e-10,1.38373366098676e-08,1.09330358100124e-08,1.37492406793172e-07,3.69177541870158e-08,1.77295987668913e-07,1.08816493593622e-07,2.95211521006422e-07,"January",2.16095941141248e-09
1989,4.77484718430787e-12,-9.8347641142027e-10,1.67233338288497e-10,-7.22127424523933e-09,-3.63888830179349e-09,-2.30215846386272e-11,-9.1141316715948e-09,-7.97513166617136e-10,-2.46831746153475e-08,-1.90564151125727e-08,-2.3578809305036e-07,-6.41601332063146e-08,-3.03980641547241e-07,-1.8930109035864e-07,-5.10633981321007e-07,"February",-2.17642082134262e-09
1989,3.72892827726901e-11,1.3273222521093e-09,-2.27032614930067e-10,9.59369117481401e-09,5.18889464729e-09,-2.41016095969826e-11,1.21356436011411e-08,1.0019221008406e-09,3.26973008668574e-08,2.49508502747631e-08,3.06940819427837e-07,8.39488620840712e-08,3.95427377952728e-07,2.47742491410463e-07,6.67002495902125e-07,"March",1.47974787978455e-09
1989,-4.80895323562436e-11,-1.36259359351243e-09,2.64776645053644e-10,-9.91678916761884e-09,-5.59111867914908e-09,5.30349097971339e-11,-1.25095027669886e-08,-9.62131707638036e-10,-3.37153664986545e-08,-2.54726728599053e-08,-3.13026475851075e-07,-8.58463522490638e-08,-4.02916157327127e-07,-2.53393295679416e-07,-6.8152257881593e-07,"April",-6.8030203692615e-10
1989,2.92175172944553e-11,1.02102148957783e-09,-2.84330781141762e-10,7.61679075367283e-09,4.46016201749444e-09,-3.42765815730672e-11,9.46815248425992e-09,6.67228050588164e-10,2.56636667472776e-08,1.90746050066082e-08,2.35052766583976e-07,6.46932676318102e-08,3.02254647976952e-07,1.91076765077014e-07,5.13075519847916e-07,"May",1.646185410209e-10
1989,-3.86535248253495e-11,-4.19191792389029e-10,2.9831426218152e-10,-3.45778516930295e-09,-2.23667484533507e-09,-2.87627699435689e-11,-4.021330823889e-09,-2.40220288105775e-10,-1.11429585558653e-08,-7.80482878326438e-09,-9.72304405877367e-08,-2.71812723440235e-08,-1.24853841043659e-07,-8.05289346317295e-08,-2.14713054447202e-07,"June",2.09183781407773e-11
1989,1.34264155349229e-10,-1.69364966495777e-10,-2.93084667646326e-10,-6.48469722364098e-10,5.25233190273866e-11,1.02090780274011e-10,-1.32234845295898e-09,-1.21190169011243e-10,-3.19641912938096e-09,-3.19778337143362e-09,-3.85321072826628e-08,-9.71203917288221e-09,-4.94960659125354e-08,-2.8192630452395e-08,-7.87531462265179e-08,"July",1.60980562213808e-10
1989,-2.98200575343799e-10,4.66087612949195e-10,2.40788722294383e-10,2.72575562121347e-09,9.66110746958293e-10,-1.4915713109076e-10,4.00467570216279e-09,2.66368260781746e-10,1.04733999251039e-08,8.67680682858918e-09,1.08080030258861e-07,2.8435181320674e-08,1.38265932037029e-07,8.33385911391815e-08,2.2801896193414e-07,"August",-7.50333128962666e-10
1989,4.45538717031013e-10,-3.68743258150062e-10,-1.41085365612525e-10,-2.01112015929539e-09,-4.49063009000383e-10,1.5194245861494e-10,-3.05990965898673e-09,-1.78260961547494e-10,-8.02901922725141e-09,-6.64431354380213e-09,-8.62655724631622e-08,-2.22040625885711e-08,-1.09319898911053e-07,-6.4936330090859e-08,-1.79084054252598e-07,"September",1.37970346258953e-09
1989,-5.12727638124488e-10,1.73940861714073e-11,3.09228198602796e-11,-5.61271917831618e-10,-1.0061285138363e-09,-1.17609033623012e-10,-2.99564817396458e-10,-3.91082721762359e-11,-9.27684595808387e-10,-4.21550794271752e-10,2.14186002267525e-09,-8.18488388176775e-10,4.92264007334597e-10,-2.89571744360728e-09,-3.85853127227165e-09,"October",-1.33877620100975e-09
1989,5.06020114698913e-10,3.26508597936481e-10,4.67252903035842e-11,3.15901615977054e-09,2.34854269365314e-09,7.39532879379112e-11,3.70641828340013e-09,2.44426701101474e-10,1.00513943834812e-08,7.65840013627894e-09,8.59984083945164e-08,2.45027536038833e-08,1.12763700599317e-07,7.2584498411743e-08,1.93395862879697e-07,"November",3.58340912498534e-10
1989,-4.53837856184691e-10,-4.64410732092801e-10,-6.68478605803102e-11,-4.29815827374114e-09,-2.79578671324998e-09,-5.2409632189665e-11,-5.21339416081901e-09,-3.27418092638254e-10,-1.41153577715158e-08,-1.10176188172773e-08,-1.29190539155388e-07,-3.55205429514172e-08,-1.67377038451377e-07,-1.04882701634779e-07,-2.83519966615131e-07,"December",9.16770659387112e-10
1990,3.55726115230937e-10,3.40662609232822e-10,2.42152964347042e-11,3.44618911185535e-09,2.15186446439475e-09,6.63931132294238e-11,4.09264089284989e-09,2.34763319895137e-10,1.11651843326399e-08,8.91191120899748e-09,1.07197138277115e-07,2.86888166556309e-08,1.37735241878545e-07,8.45881231725798e-08,2.31797457672656e-07,"January",-1.42881617648527e-09
1990,-2.06455297302455e-10,-3.91651155950967e-11,5.69571056985296e-11,-1.15971943159821e-09,-8.02174326963723e-10,-1.00556007964769e-10,-1.06453512671578e-09,-5.6843418860808e-12,-3.10694758809404e-09,-2.72598299488891e-09,-3.49537003785372e-08,-8.52588755151373e-09,-4.37207745562773e-08,-2.50669245360768e-08,-7.25090103514958e-08,"February",5.33873389940709e-10
1990,3.64934749086387e-11,-2.41641373577295e-10,-1.18120624392759e-10,-1.01465502666542e-09,-4.37694325228222e-10,1.21360699267825e-10,-1.83058546099346e-09,-2.14527062780689e-10,-4.64785898657283e-09,-3.40128281095531e-09,-3.84968643629691e-08,-1.13313376459701e-08,-5.10540303366724e-08,-3.34848664351739e-08,-8.67303242557682e-08,"March",1.57160684466362e-09
1990,1.04591890703887e-10,3.10308223561151e-10,1.06524566945154e-10,1.5899104255368e-09,8.79708750289865e-10,-1.06183506431989e-10,2.62045318777382e-09,2.8421709430404e-10,6.85304257785901e-09,5.36397237738129e-09,6.30111571808811e-08,1.73151306626096e-08,8.20036802906543e-08,5.10842710355064e-08,1.37312781589571e-07,"April",-3.83170117856935e-09
1990,-1.88379090104718e-10,-1.62174274009885e-10,-2.59205990005285e-11,-6.04700289841276e-10,-6.13681550021283e-10,6.542677510879e-11,-1.30464172798384e-09,-2.11457518162206e-10,-3.46574324794346e-09,-2.97336555377115e-09,-3.54516487277579e-08,-8.99672158993781e-09,-4.54988366982434e-08,-2.64661821347545e-08,-7.40528776077554e-08,"May",4.79212758364156e-09
1990,2.12935447052587e-10,-1.85877979674842e-11,-7.23048287909478e-11,-5.05565367348026e-10,3.26508597936481e-10,-2.90469870378729e-11,-3.0317437449412e-10,1.28125066112261e-10,-7.52947926230263e-10,-2.4624569050502e-10,-2.05932337848935e-09,-1.66556901604054e-09,-3.63024810212664e-09,-5.08487119077472e-09,-9.5074028649833e-09,"June",-3.65798769053072e-09
1990,-1.88833837455604e-10,6.31530383543577e-11,1.41994860314298e-10,6.10953065915965e-10,-4.54519977211021e-10,1.21076482173521e-11,7.4146555562038e-10,-1.28125066112261e-10,1.93540472537279e-09,1.31899469124619e-09,1.41872078529559e-08,4.84038764625438e-09,1.94431777345017e-08,1.44943896884797e-08,3.55257725459523e-08,"July",1.11504050437361e-09
1990,1.42563294502907e-10,4.34283720096573e-11,-1.69734448718373e-10,1.83149495569523e-10,8.56744009070098e-10,-5.34328137291595e-12,-7.75060016167117e-11,1.95996108232066e-10,-2.04636307898909e-10,-2.14186002267525e-10,-1.11663212010171e-09,-7.72672592574963e-10,-2.1316282072803e-09,-2.41664110944839e-09,-5.05588104715571e-09,"August",1.15596776595339e-09
1990,-1.20053300634027e-10,-2.25156782107661e-10,1.66551217262167e-10,-1.24339294416131e-09,-1.26760824059602e-09,-1.30739863379858e-12,-9.90269199974136e-10,-2.729620973696e-10,-2.65686139755417e-09,-1.80807546712458e-09,-2.25754774874076e-08,-6.17666273683426e-09,-2.91790911433054e-08,-1.82437815965386e-08,-4.85401869809721e-08,"September",-1.82717485586181e-09
