"DATE","Quarter","Primary.Energy.Consumed.by.the.Residential.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Residential.Sector","End.Use.Energy.Consumed.by.the.Residential.Sector","Residential.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Residential.Sector","Primary.Energy.Consumed.by.the.Commercial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Commercial.Sector","End.Use.Energy.Consumed.by.the.Commercial.Sector","Commercial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Commercial.Sector","Primary.Energy.Consumed.by.the.Industrial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Industrial.Sector","End.Use.Energy.Consumed.by.the.Industrial.Sector","Industrial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Industrial.Sector","GDP","Month","Formatted.Data"
1977,"Q1",1683.27852975872,70.9863901397446,1735.0427837718,115.547697890472,1817.18479379654,689.517323686152,2.87761692358765,678.304740319735,-31.3493369487439,624.692483212888,-372.559520260378,-13.9868949692707,-390.223886020319,-103.167533997377,-502.115477761101,-68.8182567100066,"January",1.14897472670691
1977,"Q2",-458.531064489303,-81.8798904084491,-559.758281961723,-168.42289359048,-758.430453935769,-223.701806128507,-16.2678296600648,-255.124610462503,-13.0685260922457,-286.410160524325,-274.927614632447,15.4951904800286,-263.353218428917,64.4548946793577,-208.20013032458,8.73792650986343,"April",-0.163468084345368
1977,"Q3",-954.493658737328,72.4173192842069,-901.546347695243,181.293711410309,-747.401481332745,-400.947003516404,52.3930006984787,-364.755961244742,129.651631775885,-249.317257381789,90.612609928201,18.6457848058013,105.153772402587,33.5214554269282,128.943526603251,80.0560555639531,"July",-0.475910895395828
1977,"Q4",263.665747014646,-41.5685272034887,202.509586571235,-82.3392935218174,96.0555872211394,119.6205097998,-16.2215648631415,86.1686879730198,-28.3790909674232,47.5364954658685,552.571429884412,8.00543266387831,556.352746578801,18.4535240095101,564.797326409416,39.6858162277786,"October",0.211646293557351
1978,"Q1",1597.16615276662,89.6479933752285,1667.11652083771,212.886869249441,1858.85337221435,704.008503896889,1.38876568494737,687.16033719078,1.94057834248997,682.755753101825,-115.271612951125,-26.002250322656,-145.556015628177,-80.6496484185911,-236.34316653635,19.3363640201524,"January",0.899203482506891
1978,"Q2",-324.930441481418,-75.1077248119684,-419.840544895816,-129.109452937277,-567.204748207947,-178.205258764065,-27.790737957648,-225.21801359146,-22.0795735216443,-249.790447663193,-219.797216268446,11.31035221513,-212.767196399849,80.1878237879905,-142.693494945449,223.525926290413,"April",-0.413239328546297
1978,"Q3",-897.279035729455,75.2616848733401,-841.916610629346,199.720648276209,-657.634622734069,-396.640022726642,52.9071851795675,-363.911364373701,140.922776485586,-221.689649824777,90.1845817573358,36.6928500247659,122.662455455807,86.826413570343,199.539554756469,248.957589666229,"July",-0.725682139600394
1978,"Q4",256.539370022504,-38.8804366142773,197.668323637122,-68.8253607903466,116.141691277376,110.586961097389,-14.4131983819779,75.0652848440573,-18.0364822925799,62.0540707778582,663.543695290605,31.7588999176635,691.212486522956,79.970322212369,761.541498481751,297.315260113108,"October",-0.0381249506544918
1979,"Q1",1573.78377577446,99.1052281299953,1652.81525790359,224.21254660867,1866.98094850549,789.169436088802,4.48739822381356,771.646934061815,1.01314307297048,781.34116030467,324.937663377131,19.6493180345956,340.675549906922,9.73880110284699,341.21335725692,268.128780310793,"January",0.649432238295958
1979,"Q2",-371.051818473591,-81.7310246284708,-472.929807829951,-180.096034534146,-660.504261224803,-158.733859395657,-28.3057026701857,-209.917416720429,-54.4842070641541,-252.141351094548,85.9096841061,45.087247545545,127.315643584876,106.032644605199,224.711483549688,233.611186611082,"April",-0.663010572758139
1979,"Q3",-954.384412721646,42.7350829049847,-931.860873563492,115.01307197344,-821.847487613115,-428.110191319053,32.6788719840683,-419.144767502673,87.1313046490147,-316.252780978116,399.498988499355,44.7903780082131,440.886749545522,99.3338424844942,532.265971185145,241.508085631515,"July",-0.975453383814965
1979,"Q4",73.1709930302941,-49.9061870416001,3.00306070296347,-83.139358678118,-82.7473925443601,98.553170758503,-27.5084388940053,46.5318817150805,-38.6537330406288,27.0512790624853,1032.36152853903,25.3252119871448,1054.60984285198,80.9003784143379,1128.33860223471,215.602128493741,"October",-0.287896194872701
1980,"Q1",1170.47339878223,60.4064153055825,1210.57599496941,138.426070013171,1348.68527902264,585.666954418562,-15.9981156719604,544.389530932835,-42.1679217432682,524.719041452629,480.434950811072,12.8713740953709,490.592236304063,3.28415974647351,487.581279256475,193.379559262852,"January",0.39966099407502
1980,"Q2",-435.085195465843,-84.3298694450149,-539.751070764138,-154.170597698332,-692.03627032815,-218.447114863887,-43.8235437124288,-288.272819849414,-63.6049923774224,-326.155396024512,-222.509176004779,1.24695706501018,-223.579777525928,42.6670619966897,-186.255114622685,7.86681258807948,"April",0.0872181830172849
1980,"Q3",-1016.77578971392,122.431193580228,-914.698136497696,334.550360339251,-576.158858633845,-471.152312958741,48.6120001373593,-449.226170631663,146.158257605449,-274.220966710282,-171.671913785786,3.04189914364804,-170.524027695844,27.2090705636485,-147.64048895566,-45.5948652462912,"July",-0.225224628044089
1980,"Q4",154.024616037995,-39.8521629457013,93.8157977687429,-71.7876224372342,28.0227081978683,148.26808368739,-28.9796399568511,91.9584785860861,-53.093972384085,70.7294494720118,734.907676075438,13.1553867751049,746.614646875881,36.85350115245,780.21098250209,32.6672016788516,"October",0.462332560898176
1981,"Q1",1103.2660217899,67.5702950473427,1150.48873203518,83.7836348343678,1242.17366973599,509.207798822243,-3.62848755457219,477.649127803834,-64.3194231632733,448.102110426143,-4.77869026791177,4.64527632667944,-1.11732277517422,-82.7877202209056,-86.060375361305,118.546707260281,"January",1.14988974983862
1981,"Q2",-608.427572458194,-82.4851933538097,-711.235333698394,-143.24590117976,-844.772655358046,-316.115442841926,-22.5144241286554,-367.116222978419,-8.29271445261361,-337.847505001497,-242.634634942425,23.1205284578643,-220.025834353852,103.084262716895,-117.976811160413,18.0808955694565,"April",-0.162553061222752
1981,"Q3",-1038.3111667063,69.8826195532649,-988.71039943197,155.013562082669,-822.280835776703,-479.625914862975,57.1218191019778,-451.503573760674,121.686713812102,-289.586616322837,9.43483361761355,44.4496487354048,53.8463615413912,74.8045767938329,128.739876163024,50.4450111441556,"July",-0.474995872283216
1981,"Q4",52.4862390455867,-50.7330063777875,-18.4694651655518,-100.151315649591,-105.597294406382,66.4631116876935,-19.7933324824211,17.2070754570705,-35.2093434779169,24.7699357868164,397.428300910585,-7.67487188530754,390.189164666517,-15.6640395014479,375.728386039037,-77.2793574614852,"October",0.212561316653591
1982,"Q1",1162.64264479746,76.299204288141,1218.79346910086,154.738034431567,1388.06172411155,557.210368968875,0.599707466170457,527.928724674813,-17.9968061502041,555.116762150103,-184.570084273182,-39.1211229659959,-222.792390823687,-125.059913250766,-345.557078290953,-237.653064340165,"January",0.900118505591308
1982,"Q2",-452.499949450666,-91.2854541479422,-563.843596632732,-174.509867755101,-722.413815217027,-247.753406903583,-31.0203114686627,-309.027626107447,-37.0952637257228,-298.659007726209,-671.498689431672,-43.6663528609239,-713.815716723006,-63.8541509672668,-774.324913952854,-261.187344703581,"April",-0.412324305473703
1982,"Q3",-990.458543698805,42.6233345808376,-967.78066236633,151.313490456592,-799.21870767747,-468.3944751508,39.6825236020541,-459.287976889708,132.655063424639,-277.029664799646,-488.406563691123,-53.9555650831057,-540.583359145463,-84.1394065731217,-620.381396082753,-343.353924759403,"July",-0.724767116538715
1982,"Q4",-76.6551379469536,-70.3720884132947,-166.842728099935,-125.91434476959,-274.296480411608,-30.5640896496761,-32.5287133205066,-93.9463276719703,-45.931643898866,-88.2768667307505,-170.844723899093,-74.511138109339,-243.173836277647,-140.645719825616,-378.544189141738,-398.206320184332,"October",-0.0372099276037261
1983,"Q1",984.109267804889,17.3366454541044,981.780206166454,22.1152456340419,1023.47263412905,481.22550171971,-32.2887916037411,417.854321545766,-89.8527790154037,381.451408168632,-379.809593883187,-84.1474734398469,-461.399663650775,-215.442439861121,-670.71114694933,-367.587337485331,"January",0.650347261332172
1983,"Q2",-439.008326443278,-102.655065415304,-561.158859567163,-199.989008734014,-740.54827739963,-219.5619423055,-51.5653307506005,-302.390029236501,-84.4122923651673,-331.650101248071,-499.609627146874,-43.0806763607507,-539.79360248278,-53.3632474175108,-586.252452577445,-271.231789941272,"April",-0.662095549736478
1983,"Q3",-1024.58792069146,102.397209236831,-941.493925300787,257.13476772136,-662.834787153253,-451.679655786166,52.8441905982312,-430.233380018768,136.358317575667,-237.173909729889,-397.875139596537,11.523726886842,-383.15116207712,43.1437130346922,-332.425141969948,-192.278436239753,"July",-0.974538360805127
1983,"Q4",-159.689514939643,-59.6280667605483,-238.408991034417,-74.3903704555871,-290.441106535864,-20.5058650351716,-33.6785764965946,-85.6697308010378,-31.2609946422567,-58.8347652278981,-239.124376185864,3.83303226959026,-231.829384019155,72.9645813518239,-150.703050334327,-105.65714702462,"October",-0.286981171877414
1984,"Q1",1177.55989081216,79.1856053666183,1237.88794323195,124.734840375866,1385.72593070227,576.255211886861,-3.73286446853137,540.99691841669,-53.2558283144247,547.070362605183,396.188168781075,0.863558993964034,400.7320691862,-48.5105974454755,360.856787641888,-26.9193007884742,"January",0.400576017054846
1984,"Q2",-364.054703436049,-86.0742396367419,-468.729122501699,-176.662099957713,-621.631117407484,-189.500634368439,-27.4018043244304,-248.425432365582,-43.3313511999488,-231.347714939214,95.9541612347484,30.0698064803615,129.876502327865,100.772614646991,239.647258535629,36.3425926000391,"April",0.0881332059861961
1984,"Q3",-949.668297684268,52.1879696192345,-915.800188235349,113.736568397743,-777.729289771206,-420.306604023759,53.1375575859782,-398.641783147857,112.384678489149,-224.933411617264,-31.3664452610392,44.6295661590417,17.2424391874674,99.1874001214296,125.677794932179,42.4640462147072,"July",-0.224309605086091
1984,"Q4",-93.0388919324989,-62.6971585060841,-173.754253969008,-143.916114224524,-292.850213837867,-14.3448878111365,-21.9217586693762,-67.6451339301345,-53.6361167873997,-59.2043805238941,5.78142736042719,3.79498757725298,13.6355288241966,13.3508997000961,36.3724938393998,37.1805369561516,"October",0.463247583841621
1985,"Q1",1143.26051381926,69.2750212992804,1194.84668029733,115.748189963971,1335.82089990712,473.792333343005,-14.1346860632182,428.414515287587,-66.6367690373238,424.444463793541,128.225523802502,-3.06440098855489,129.255102526712,-39.1617109757387,99.5057259406885,42.9192451106646,"January",1.1508047727657
1985,"Q2",-532.914080428994,-105.743809044491,-655.995385436346,-237.555870319779,-867.996739403654,-324.716111418338,-22.8871310055947,-378.666835494694,-48.6450053832145,-364.220083988176,-112.811497199846,20.1072834907992,-88.6246174298567,61.0857211812897,-18.2107595453499,41.5796079920356,"April",-0.161638038303863
1985,"Q3",-935.217674677259,47.7100683378296,-904.467451170026,94.4336745589069,-784.225503149592,-471.508382670851,56.3490056173998,-446.004186276976,113.43570661591,-269.213555794687,-132.485106607218,28.4222116869486,-100.040651802251,58.4601396082423,-32.4422234201884,91.1787058498821,"July",-0.474080849379789
1985,"Q4",67.2857310744639,-57.1735936608059,-6.44951690371454,-101.085878264213,-81.5453460313929,8.77736945074184,-17.9501929160984,-39.7565370592606,-20.2878900753731,3.40814834759294,36.8797678617693,-6.5882661764806,34.2132692522173,21.3119680521147,64.3741999979748,79.1595012110183,"October",0.213476339540648
1986,"Q1",1044.14613682618,47.8759916778504,1075.88441736259,5.60809914817878,1107.59218857484,473.993005360107,-18.7756805138627,424.931112158453,-126.760893712498,361.560714048721,283.141142552718,-18.4767667364798,268.442921922415,-128.792314222625,148.117188714912,82.4759551584339,"January",0.901033528465632
1986,"Q2",-541.783457422126,-107.790356516841,-665.261648371111,-230.136434280423,-869.258039118265,-306.013603925018,-23.9504692723599,-359.912238623834,-40.3032971505017,-337.051637495454,-126.339878862016,-4.48805507889824,-127.230495005172,18.9742976766697,-100.258501851999,46.7680461589725,"April",-0.411409282612112
1986,"Q3",-952.591051670439,73.3802116974689,-894.423714104821,155.612808643661,-712.692775234588,-475.259576778063,64.9413502141413,-439.890589406124,132.653958270932,-244.458202291714,-367.870201731926,6.00774216515185,-358.479720985478,8.66471052063389,-342.36615878116,52.5257190207649,"July",-0.723852093691676
1986,"Q4",-20.9126459187651,-50.8934246654483,-86.5167798385382,-122.979561988475,-183.462384137527,-45.8430210085553,-20.9844104248556,-95.9839401884158,-57.9560705443685,-91.705848010482,-228.971056014727,-19.9871038399167,-245.821046476119,-43.9799726227534,-282.967577098195,24.2457927212872,"October",-0.0362949047694201
1987,"Q1",966.316759832896,41.064640638592,993.195154427737,9.54037906694566,1028.62713792441,445.513966044842,-23.821055247039,392.983709029291,-124.500379957199,330.018930989637,219.7524920935,-40.0861879990132,182.530850858951,-158.554226524266,30.136173428049,13.5738570887133,"January",0.651262284151017
1987,"Q2",-517.447834415455,-85.3546608108429,-616.437911305995,-188.500137607457,-779.241852323522,-288.314702624906,-15.8240202242614,-332.361641753004,-32.2100682397438,-303.886040839882,-82.6051426424056,-4.31525386930014,-84.3511231760294,6.46606712619359,-72.4502734222897,31.5231886367819,"April",-0.661180526930366
1987,"Q3",-948.734428663818,107.669625999712,-854.123977039735,189.473412359217,-639.201661555949,-455.359103876376,77.755112519871,-405.306992535301,122.951619727066,-222.668673124831,-23.6158915782244,33.1525097825771,11.7913308856796,27.6977500684463,44.1651926861223,32.8807162198136,"July",-0.973623338011748
1987,"Q4",76.9969770878051,-72.8645223424544,-8.32404277348223,-190.676165819105,-173.848277185486,26.7766953557002,-25.9833972607233,-26.3543433175989,-89.5587472867637,-57.3726598010353,139.394024327473,-0.887836793795373,140.433589538938,-26.1085083938237,118.216776974204,107.839066701479,"October",-0.286066149093131
1988,"Q1",1237.22338283942,83.1808905530766,1308.57289149276,94.9951999267976,1428.37861460722,544.438637797204,-3.94345738818697,513.941305900101,-86.2408207110407,484.954474295841,373.107063350061,-12.3852945547184,362.314697348965,-104.48511912401,260.920294646265,81.5757200994012,"January",0.401491039820939
1988,"Q2",-448.828211408986,-104.275120753814,-564.282174241,-235.414166148871,-775.271389574397,-240.425324464239,-16.6221499755859,-282.974044882201,-39.0454992831762,-266.188668587267,-7.06872656579526,5.02076441505028,-0.797099292501116,20.5385215003528,22.0286345951281,125.75230260458,"April",0.0890482287341001
1988,"Q3",-911.998805657402,133.130475015307,-789.368239974769,256.495297391246,-508.872428941857,-398.246230310559,94.9492647770124,-328.561395664504,168.14805130613,-106.138395741243,134.149173173674,39.5982918046767,174.656158742674,47.8491421340559,223.997222085086,107.715044088041,"July",-0.22339458235092
1988,"Q4",164.85360009417,-57.2132753666881,97.8436942914545,-169.292625817912,-47.9083970107467,42.036890046384,-16.7406521502427,0.73025355319146,-81.9906131579503,-28.6659544810168,329.209632018862,6.02926717237006,335.812665367217,-28.2112640976702,308.312529709191,157.124424844278,"October",0.464162606561331
1989,"Q1",1153.25600584573,61.126689411463,1205.31562855767,110.88805542096,1339.25604026875,479.215014678808,-9.73151616449593,445.654902770885,-47.734218434196,448.713444125001,197.192777511273,-10.7375846805007,186.700415226372,-43.8562591718819,142.803683624831,180.384033943901,"January",1.15171979547449
1989,"Q2",-399.606588402726,-90.89055545111,-498.811437176121,-159.182474106996,-635.461573029032,-220.579870465057,-7.79611340944928,-251.430448011422,25.9942340175071,-176.562391234169,-15.27604413672,15.3159406309605,-0.0321556528724614,95.4342720773852,94.6472086154263,182.267658709286,"April",-0.160723015617805
1989,"Q3",-866.235182651194,85.0090788218268,-788.76150290992,222.456150953601,-544.320499539737,-401.430771987541,83.3146081180873,-340.356798793731,208.692481934772,-84.8176409858047,18.4037709888007,39.5632817878165,57.5925747325782,117.459415984089,173.626952925532,183.384622074309,"July",-0.473165826704644
1989,"Q4",399.929223100325,-39.4093053583863,353.787431356275,0.104464727923414,375.310175653877,141.749310516967,-9.07244935553354,111.287850423959,49.9650262111365,205.970524278947,225.773224780816,8.8658897215148,233.985289191432,107.870594128029,339.810228876439,135.460381066394,"October",0.214391362203969
1990,"Q1",805.067628851831,44.0394085058825,843.205365622463,53.2951597615806,917.332530451655,380.312384009114,-14.3575181947867,345.458499641648,-70.3698362225323,317.580950662935,79.5229794227034,-16.2009687342235,62.4087601803994,-71.1009955311422,-11.2997987550025,171.229396295055,"January",0.901948551111673
1990,"Q2",-530.266965396676,-97.5306481380551,-632.846700111356,-129.74192167779,-742.359207524153,-212.248538456256,-10.568947189084,-242.375851140664,62.4110291110287,-139.790484341403,-10.2842399481551,9.53762046307486,-1.89394663654366,126.419145001325,121.418550492115,140.374278669184,"April",-0.410494259976986
1990,"Q3",-975.440559645196,113.871672395545,-865.739765845183,293.559205513984,-552.564672764152,-363.64443819557,98.1968194166141,-284.027201922977,248.866643917507,2.61415046358161,109.134913367422,42.1400789497302,149.917923219379,127.384423760026,273.764432617114,82.3182157503343,"July",-0.72293707107292
1990,"Q4",0.437846106269944,-65.220464247818,-68.0498315790151,-123.10033567106,-172.156372196089,40.4127086366231,-17.3267345249646,5.53244729470839,-25.3110256165044,15.5218695558365,55.3771349583485,1.7452263193918,55.5854145753665,23.2908574036799,74.9737520648405,-67.179323684768,"October",-0.0353798821688542
1991,"Q1",947.661251857723,41.04912769219,986.370102687145,64.3417127217822,1069.08030605909,453.949930582383,-29.2911711849666,408.174096512393,-94.4220047349957,346.51180703516,-191.159624717997,-41.9737991378261,-234.824319514093,-123.677140909214,-362.694241151512,-174.353612089551,"January",0.65217730673703
1991,"Q2",-587.164342390837,-77.4813433256234,-666.0359630467,-113.23625724661,-761.533914473984,-249.560739580436,-7.79707085217342,-272.721254269923,38.9547599430362,-203.611740896572,-448.765068842014,-5.80558946075325,-456.38297684514,52.866114732866,-407.929024598401,-165.44042166795,"April",-0.660265504362542
1991,"Q3",-984.19393663941,114.248356856651,-870.361028780552,278.90128180778,-574.350204195215,-393.711265291992,84.6529976693482,-323.25060505224,200.897475458636,-94.8562680676791,-47.879273411565,27.6545135402907,-22.1288390797481,72.2585451731989,45.569453166635,-181.598531769498,"July",-0.972708315459386
1991,"Q4",148.688469112004,-60.8705085038165,88.4009054855906,-133.045004147542,-28.1556314389481,83.9073933451314,-30.1194919986834,40.8180441654424,-70.7514185454475,-5.14100593054627,90.5437839091455,-16.6385726579065,71.9367209846014,-40.0586494232657,27.2393540798403,-212.401001400825,"October",-0.285151126557139
1992,"Q1",945.785874863403,20.1123567250781,967.502839751726,7.53369466884783,990.908835014474,426.100279132963,-48.5019919155038,365.901693383124,-145.425168154198,242.525132422054,15.7628831135207,-30.7586353272123,-17.0000462151929,-110.63386822103,-132.285153499636,-163.420226620094,"January",0.40240606234147
1992,"Q2",-465.073719385209,-133.163714327752,-595.588225982145,-279.058661048869,-859.378675159604,-210.447562641522,-46.966847375315,-267.783657399195,-88.3896219971746,-336.900389203604,-197.003595287438,-4.33710553457786,-203.352337985643,9.7620824350829,-198.188698848341,-124.373805487303,"April",0.089963251242807
1992,"Q3",-943.596313633835,40.6196528958852,-899.261291716022,118.528049129788,-766.054933629456,-394.697084611237,44.757735671109,-358.925008181514,117.844852152516,-224.60767011748,-54.240651524995,31.9040254187398,-24.3296662770163,88.2382444270397,59.420767416339,-94.1992363181107,"July",-0.222479559863132
1992,"Q4",221.982092117526,-63.941120913386,162.846642550097,-137.42488424284,39.5283879612361,115.609762282248,-48.6912770912537,59.3746410361664,-114.254550281636,-41.2243124422507,127.755518441013,-12.9106903945194,112.896466734918,-36.8861814575589,71.6867075807513,-58.6624771591432,"October",0.465077629036386
1993,"Q1",1202.60249786887,41.7614359956983,1250.28057681621,69.8610112543033,1333.69372037208,518.775028417014,-49.9217167647905,462.806290253847,-138.358990724406,335.274638323634,-62.6301380859722,-47.5100368178587,-112.024931534582,-138.483478694779,-254.62303787905,-109.376396842161,"January",1.15263481793227
1993,"Q2",-462.037096379791,-134.664148460983,-589.651488917685,-268.439597197078,-845.067400015448,-227.690234863155,-49.6751807961681,-281.859060528473,-80.8169111574548,-354.681249297068,-423.986051473892,-11.7509988502209,-437.537686537668,5.3039786202703,-436.0910829217,-120.457149476386,"April",-0.159807993171853
1993,"Q3",-945.280690628469,139.728715023498,-797.351554651583,333.866166144041,-450.965327325958,-424.102975584523,71.2669959228011,-355.716411310794,166.288037257034,-184.261738574549,-163.11442630913,17.3183829472733,-147.495660996327,39.7031464578711,-111.364157955957,-143.121505618828,"July",-0.472250804275973
1993,"Q4",185.95771512284,-70.7143175606899,124.617379614513,-153.030599972757,-16.3673018633745,44.9178585392074,-54.3862319855856,-10.6787620931148,-125.327940565117,-133.658874746704,147.194469286087,-16.8818344460615,128.72815747215,-44.329251434965,81.1423653624333,-79.3071742950087,"October",0.215306384618088
1994,"Q1",1345.37912087414,64.2624817589774,1420.2063138806,76.8194410490876,1508.62755446661,609.134319807823,-52.1875957344625,557.462887124565,-177.48472559286,379.527059359869,117.664103625694,-39.9463391633451,76.2596634995598,-160.059278527047,-86.7199472629673,-54.8901502783883,"January",0.902863573513969
1994,"Q2",-541.362473374581,-120.844081818081,-650.43075185331,-222.14912139656,-861.388757227988,-243.794539746444,-42.4074903798066,-283.900463657755,-52.1032349051543,-339.234418782372,-278.979448328585,-1.18840618203103,-281.492287313575,40.0976569555205,-243.965945904169,7.65287876124057,"April",-0.409579237593789
1994,"Q3",-992.93306762331,95.0638792623824,-884.86581758723,195.016569673347,-679.033108381545,-423.959668622393,63.4300442055846,-356.389814440075,115.419618928028,-246.94696094172,-69.8635835336272,40.1292587623543,-30.9167510158841,54.7242328801401,21.5887847484082,-9.76996857893391,"July",-0.722022048707004
1994,"Q4",37.7213381279478,-105.19466014265,-53.2258833211527,-252.410346814012,-295.15823891049,12.3359839036059,-59.6286608882059,-41.2561652223956,-156.998041491842,-206.945365958626,75.0157823031986,0.10267002811338,74.0774574125917,-30.4853763948615,41.725606703938,29.115604923265,"October",-0.0344648598147614
1995,"Q1",1049.56174387919,5.49236683147024,1070.56005094492,-62.7614363370551,1017.98024625928,490.505467547233,-57.8318913093046,440.655483995285,-199.547038326695,229.746433394213,-78.4318193654417,-33.5892950904686,-112.919080394967,-156.420117981932,-270.861522074625,-16.2487108821642,"January",0.653092329070205
