"DATE","Primary.Energy.Consumed.by.the.Residential.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Residential.Sector","End.Use.Energy.Consumed.by.the.Residential.Sector","Residential.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Residential.Sector","Primary.Energy.Consumed.by.the.Commercial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Commercial.Sector","End.Use.Energy.Consumed.by.the.Commercial.Sector","Commercial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Commercial.Sector","Primary.Energy.Consumed.by.the.Industrial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Industrial.Sector","End.Use.Energy.Consumed.by.the.Industrial.Sector","Industrial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Industrial.Sector","Month","Formatted.Data","Total.Energy.Consumed"
1987,-35175.8780867346,5200.24286309528,-29974.972012755,10832.2250204083,-19143.5426062925,-6637.63546853737,9485.0409132653,2846.73956292519,21963.7167423469,24810.4467363947,60704.053832483,7430.41085799317,68133.2672848639,16448.6424804421,84581.642034014,"August",1987-08-01,18890.5402772105
1987,25250.7364515306,-9291.34627636059,15958.7411947277,-19997.2114455783,-4037.52625850341,4927.37695578225,-12495.1252083333,-7567.40970323132,-28980.8600671769,-36548.3469719389,-4533.90544982998,-7439.93631037413,-11973.2243937073,-15404.7267993196,-27377.7631853745,"September",1987-09-01,25644.2079574832
1987,-23601.517454932,9266.13482227894,-14335.091060374,22975.5227491497,8639.57453826532,-6493.11296513599,12628.6166641157,6135.64427380953,32215.2817823129,38351.2224540816,-25417.1411947279,6693.56860884352,-18723.7543630955,15949.1896284013,-2774.76065221063,"October",1987-10-01,-55511.7716147959
1987,26220.9529234694,-8006.02688180274,18215.1894234692,-25030.4017151361,-6814.50289965989,8492.03491071423,-10846.8150901361,-2355.31102465984,-32662.5366743197,-35018.4597670067,14934.2100612246,-6126.09326190476,8808.04883928608,-19725.8567763605,-10917.562017007,"November",1987-11-01,49647.1978954079
1987,-23512.8272916667,9026.41185629254,-14487.0803511903,32534.2088384353,18046.4000875851,-7203.27915136049,8410.93775595239,1208.30853316322,31649.5299982993,32858.7407687074,17637.9538869046,5576.75959268709,23214.972630952,24817.491295068,48032.1234260206,"December",1987-12-01,-13078.1525561219
1988,11761.6729107143,-12239.5979387755,-477.205768707623,-44412.4073129251,-44888.6845000001,2046.07703741491,-5889.31232482993,-3843.64576615641,-29746.8434387755,-33591.4964345237,-43757.0638375848,-4324.63414030615,-48082.2012338431,-27986.2050629252,-76067.9366683676,"January",1988-01-01,-29949.3138894565
1988,5372.17950510202,13826.4182891157,19198.0566717688,51218.002597789,70414.9855238096,4432.27894217693,3207.40002976189,7639.57342942171,26381.6000221089,34022.0405671768,50562.4479115643,2358.49938350342,52921.7319931968,27588.6854515306,80509.8998443881,"February",1988-02-01,60366.9063588443
1988,-21818.9067244898,-10994.470255102,-32813.0185833334,-45538.5460731292,-78350.6210909865,-9378.42796258509,-562.663736394539,-9940.44100935367,-21165.8404753401,-31106.8811505101,-45980.7934608841,-667.762541666674,-46649.5785603738,-24440.2588792517,-71089.5107933676,"March",1988-03-01,-77178.1281479598
1988,34470.2058273809,5848.49097448976,40318.4144659864,32312.4227806122,72630.2249404763,12600.1158239796,-987.385988945599,11611.7669175169,16291.2672865646,27903.4368962584,45290.2136887754,228.902875850339,45520.3257984691,21174.5161564626,66694.9039141158,"April",1988-04-01,92360.5353401365
1988,-43982.5952193877,-3016.9069821428,-46999.1931335034,-24422.5350714286,-71421.3395000001,-16015.1656190477,344.497152210905,-15669.7228911564,-15921.5078681972,-31591.6303554422,-54249.9783996598,-1047.2251887755,-55298.6163724488,-20708.0165867347,-76006.9551598641,"May",1988-05-01,-114247.739238096
1988,48554.4014396257,3765.36296343531,52319.3255586734,26958.737659864,79277.6158154763,19008.6514719388,2197.71442857141,21205.6607457482,21387.2114268707,42593.4482236396,62958.0393784013,2431.99238180271,65391.6576011904,23867.6816411564,89259.4962159866,"June",1988-06-01,130521.092289966
1988,-40683.8612806121,-4698.92943452375,-45382.1144047618,-30742.0020280613,-76123.5040501702,-16879.2219753402,-4938.62159523809,-21817.4190680271,-28016.4727346938,-49834.6919668369,-57016.9554166666,-3844.62925765305,-60863.2902244897,-27672.9785484694,-88535.9309583335,"July",1988-07-01,-114580.038672619
1988,17556.0539132652,3009.8868630952,20565.0079872449,24804.4330204082,45368.8643937076,7458.81653146264,6468.93691326531,13927.5285629251,29046.4107423469,42974.8417363948,36284.255832483,5070.01585799319,41355.7912848637,26886.6774804422,68241.7050340137,"August",1988-08-01,61299.1262772114
1988,9161.56145153072,-214.680276360532,8947.93719472787,-10123.7884455783,-1175.61025850346,3440.81395578228,-6825.66220833335,-3384.71870323126,-22482.6340671769,-25868.155971939,-18577.73544983,-5914.11631037414,-24492.9503937071,-18912.4597993197,-43404.5611853742,"September",1988-09-01,-5975.36004251783
1988,-23247.107454932,-909.761177721087,-24157.8750603741,-3816.1112508503,-27973.7644617347,-7817.52696513604,6641.72566411567,-1175.88172619051,12280.682782313,11105.3724540819,20719.6368052723,6201.35460884354,26921.5906369044,7169.46762840128,34090.3913477891,"October",1988-10-01,-10344.9976147949
1988,20657.6649234694,490.027118197269,21148.5814234694,11064.1032848639,32212.1611003401,4436.97591071429,-5836.25009013609,-1399.31002465983,-3541.69667431984,-4941.34276700696,-39869.9869387756,-5836.45926190477,-45706.604160714,1514.84222363954,-44191.2970170067,"November",1988-11-01,-14775.3461045928
1988,-9723.28129166666,-860.830143707466,-10584.8523511905,-12555.4131615646,-23139.807912415,1546.59484863946,3726.76875595242,5273.66253316326,-1284.17400170055,3989.65276870752,58000.7018869047,4673.2115926871,62673.7566309522,-2664.37470493205,60008.9634260204,"December",1988-12-01,49824.0154438784
1989,-1803.60008928574,3097.92906122447,1294.75223129252,10508.0466870748,11802.7145,-5650.70296258504,-182.389324829974,-5833.7237661565,2067.03456122439,-3766.71843452371,-60901.3738375848,-2731.64614030615,-63632.7322338434,-3320.71706292511,-66952.9016683675,"January",1989-01-01,-68355.6768894563
1989,16747.6665051021,-5394.64171088433,11353.1626717687,-3338.57140221085,8014.32452380951,9004.79594217689,-3672.28297023805,5333.33142942185,1234.11602210888,6567.30356717665,48638.6829115643,684.945383503429,49323.4229931971,13605.0294515306,62927.714844388,"February",1989-02-01,74391.1453588439
1989,-48043.2867244898,5081.39374489794,-42962.6115833333,-13432.6470731293,-56394.9770909864,-18052.925962585,6007.2282636054,-12046.4120093538,-10204.6704753401,-22250.6911505099,-30802.4174608841,358.287458333321,-30444.1285603739,-26899.6518792516,-57342.9707933676,"March",1989-03-01,-96898.6301479593
1989,103715.787827381,-2274.19202551017,101442.535465986,40264.0367806123,141706.663940476,37685.7988239796,-5727.89298894554,31958.3079175171,26587.0282865646,58544.7148962583,16450.5316887753,203.042875850341,16653.7287984691,44196.9431564625,60850.0079141158,"April",1989-04-01,157852.118340136
1989,-165651.943219388,540.405017857092,-165112.165133503,-67000.2650714286,-232113.1325,-61418.7096190476,3459.82015221086,-57959.0098911565,-47294.9678681972,-105253.321355442,-8668.24339965969,-1930.07118877551,-10598.5073724487,-63966.7725867345,-74564.8981598641,"May",1989-05-01,-235738.896238094
1989,193572.270439626,-2789.27303656456,190782.987558674,77189.528659864,267973.862815476,72777.4734719387,-903.967571428563,71873.5817457483,62154.4704268707,134027.604223639,6314.02137840117,3724.62738180273,10038.8556011903,77489.3056411563,87528.0212159865,"June",1989-06-01,272663.765289965
1989,-165022.405280612,7060.20456547613,-157961.656404762,-64095.6100280613,-222059.07305017,-62690.90997534,-820.177595238099,-63511.4020680272,-61507.9847346938,-125019.195966837,-8853.77641666644,-4605.10325765307,-13459.2092244896,-74315.3585484693,-87774.5269583334,"July",1989-07-01,-236567.091672618
1989,103065.266913265,-8371.68013690472,94692.8979872451,40077.9450204082,134772.775393707,40980.1555314625,1781.02991326532,42761.8845629252,47151.1947423469,89912.9687363947,16559.2958324828,4324.3978579932,20884.2892848637,55091.6004804421,75975.8300340136,"August",1989-08-01,160604.71827721
1989,-49692.9335484694,5204.12672363943,-44488.3118052723,-23946.5324455783,-68436.6192585032,-23834.2100442176,-2171.38920833336,-26006.6137032313,-31498.5770671768,-57504.9919719388,-25174.9554498298,-3467.73131037414,-28643.5763937073,-34352.7627993197,-62996.216185374,"September",1989-09-01,-98702.0990425167
1989,22986.724545068,-1805.84717772108,21180.662939626,21274.8887491497,42457.0715382652,15637.2850348639,1524.24766411569,17162.6742738095,24772.7457823128,41935.1214540816,26738.9878052721,2877.78560884351,29617.7896369045,26944.1516284014,56561.7573477888,"October",1989-10-01,65362.9973852042
1989,-14038.2290765306,3174.94511819726,-10863.2515765307,-22534.1147151361,-33398.6468996598,-10201.6540892857,564.076909863882,-9638.68002465987,-26462.5936743196,-36100.8947670066,-20655.8729387756,-2906.31826190473,-23563.0621607141,-34571.9837763606,-58134.8000170065,"November",1989-11-01,-44895.7561045921
1989,10986.0127083334,-10021.2431437074,964.784648809608,16924.0818384354,17889.9310875851,3465.01784863941,-3631.93824404754,-165.97146683675,29415.2129982992,29248.7017687073,17015.5518869048,3276.56759268704,20292.6536309522,47538.949295068,67831.2494260203,"December",1989-12-01,31466.5824438778
1990,-9629.59708928578,18828.5890612244,9199.05223129247,-3351.18331292515,5847.00249999985,2873.783037415,6625.09167516999,9498.16423384356,-28528.6094387754,-19029.6694345236,-22627.7998375849,-3610.3061403061,-26238.2582338435,-56106.7070629251,-82344.4176683675,"January",1990-01-01,-29383.613889456
1990,8522.31750510209,-24750.1597108843,-16228.1193282313,-9737.03140221091,-25964.4954761903,-6713.70205782315,-8557.50197023802,-15270.7245705782,24514.5880221088,9242.92456717666,30506.2999115644,3864.0713835034,34370.1549931974,57773.0694515306,92142.4218443881,"February",1990-02-01,32314.9153588437
1990,-4427.6807244898,25221.4227448979,20794.3634166667,14091.9959268708,34886.0149090134,9156.01203741497,9003.24526360537,18158.8279906463,-20933.3224753401,-2773.50815051005,-27640.7774608841,-4118.82454166668,-31759.0515603744,-55430.4548792516,-87188.4767933678,"March",1990-03-01,-22912.4461479592
1990,-8568.79017261909,-22107.8210255102,-30677.5415340137,-12044.0482193877,-42721.6950595236,-13688.9831760204,-8270.01398894553,-21958.309082483,18570.6152865646,-3388.78710374159,6921.51168877526,4176.51287585037,11097.3097984696,50827.1241564625,61923.2749141161,"April",1990-04-01,-15336.261659864
1990,35054.7717806123,18979.2840178571,54034.9918664967,14014.0159285713,68049.6044999998,22820.6663809524,6821.36115221086,29640.8271088435,-13913.7338681973,15728.4866445579,27873.1626003403,-3793.40318877554,24080.2826275508,-41311.8805867346,-17230.4241598644,"May",1990-05-01,85748.6007619049
1990,-69497.8265603742,-16512.3390365646,-86010.6934413267,-24859.590340136,-110871.238184524,-34050.9345280613,-4573.56857142857,-38622.7652542517,4173.38542687074,-34451.0927763605,-60330.3106215988,3253.02138180274,-57077.3023988094,24112.8276411564,-32965.5387840131,"June",1990-06-01,-163879.071710034
1990,94552.3547193877,12791.5445654762,107343.860595238,37747.4609719387,145092.36194983,39976.4960246599,1406.35040476192,41380.7739319728,8049.84826530615,49432.3420331632,68353.8625833334,-3082.67125765306,65270.7077755102,-2256.4325484693,63015.1080416662,"July",1990-07-01,202882.713327381
1990,-94722.7250867347,-7279.93013690478,-102002.366012755,-43121.7059795918,-145124.908606292,-35159.7684685375,1788.3599132653,-33369.2694370749,-17465.7192576531,-50836.2852636054,-43930.2561675171,3043.00385799318,-40886.6027151361,-17157.4105195579,-58044.567965986,"August",1990-08-01,-173812.749722789
1990,71693.5904515306,1928.9217236395,73622.5681947279,39204.7645544218,112827.780741496,22821.8509557824,-3569.17220833334,19250.6742967687,21900.2089328232,41151.5090280612,4597.8035501701,-2150.09331037411,2447.25060629263,30012.8832006804,32460.4758146257,"September",1990-09-01,99113.2449574827
1990,-42144.964454932,1285.55782227885,-40860.2170603742,-31369.4792508504,-72229.6944617345,-12340.8729651361,3589.55766411567,-8749.5907261905,-22616.4482176872,-31365.9625459184,21560.4988052721,127.367608843496,21687.9476369046,-36655.9453715987,-14968.2356522109,"October",1990-10-01,-32925.3386147952
1990,21265.7859234695,-1848.32888180267,19418.9204234694,24759.306284864,44177.76910034,9886.45491071434,-2774.23909013609,7110.90297534017,20438.2253256803,27548.3742329932,-19848.8209387755,1896.39873809527,-17952.0841607142,36979.9192236395,19028.0269829932,"November",1990-11-01,11303.4198954071
1990,-12419.5382916668,-242.878143707501,-12664.0273511905,-20911.7971615646,-33574.9379124149,-13277.8771513606,1628.94975595242,-11648.0974668368,-15154.8160017007,-26801.5292312926,-4527.57111309538,-2712.29240731294,-7240.52736904763,-29106.757704932,-36347.4185739795,"December",1990-12-01,-30224.9865561212
1991,11893.5179107144,4843.64906122448,16738.4352312925,19471.1626870748,36208.3705,16126.406037415,424.14967517004,16550.1422338436,8161.34356122446,24709.6875654763,35897.4411624152,2408.78685969386,38306.9457661564,14068.9809370749,52375.9663316324,"January",1991-01-01,63917.3651105432
1991,-17697.8904948981,-10609.5247108843,-28308.1873282313,-20016.8854022109,-48323.6364761904,-15127.2160578231,-3545.65697023808,-18672.6815705784,-2644.81397789113,-21315.7054328233,-57978.0570884357,-1900.19461649656,-59878.6900068026,1823.72945153058,-58054.893155612,"February",1991-02-01,-90803.1636411558
1991,29642.9612755103,15171.869744898,44815.2554166667,22608.3739268708,67422.1299090135,12048.622037415,6377.44626360544,18425.8729906464,919.016524659859,19343.50984949,61214.6905391159,1709.71145833329,62924.4704396257,-10947.1888792517,51977.1012066324,"March",1991-03-01,102906.273852041
1991,-42571.7681726191,-16421.0850255102,-58993.1355340136,-26486.5912193877,-85478.3480595237,-9514.18217602042,-6970.29598894558,-16484.1550824831,-2601.24871343541,-19084.5721037417,-48509.0563112248,-1685.73812414962,-50194.7962015307,9763.85815646255,-40430.5890858842,"April",1991-04-01,-100595.006659864
1991,45952.0377806124,12874.6730178572,58826.9548664966,27642.9329285714,86468.8354999999,7317.2533809524,4368.53715221088,11685.4611088437,5004.60813180281,16689.669644558,31227.1836003404,1424.51981122445,32652.0956275513,-690.127586734679,31961.347840136,"May",1991-05-01,84496.4747619051
1991,-33868.3595603743,-4364.98103656464,-38233.5594413266,-20737.467340136,-58970.4071845237,-3658.48152806126,576.454428571438,-3082.09525425179,-5242.29957312938,-8324.24777636066,-16274.6396215988,-686.797618197229,-16962.4523988099,-10198.6903588435,-27160.2057840135,"June",1991-06-01,-53801.4807100343
1991,11161.9117193879,-6463.88243452379,4698.20859523822,5326.24497193865,10024.19694983,-2325.40397534008,-5540.78859523811,-7865.27306802717,2431.57826530627,-5433.71496683674,1279.75358333351,-306.680257653119,974.602775510534,17175.5234515306,18148.9690416665,"July",1991-07-01,10116.261327381
1991,12790.0649132652,14696.2748630952,27486.2229872448,11975.5460204083,39461.8203937073,9950.11153146252,8139.42691326532,18087.6615629252,2233.0057423468,20320.6467363947,16749.9018324829,1046.37385799325,17794.5172848639,-17167.2175195578,628.473034013809,"August",1991-08-01,39490.078277211
1991,-30584.3455484693,-16096.4572763605,-46680.801805272,-21606.6824455784,-68287.4232585031,-16395.9710442176,-7375.58320833334,-23769.1247032313,-6570.09006717677,-30339.2259719389,-34025.0514498299,-1349.00331037419,-35372.3603937078,10253.4192006803,-25119.8871853743,"September",1991-09-01,-81005.3680425174
1991,36562.4215450679,9948.32482227889,46510.9609396258,16721.0197491498,63231.775538265,17206.3750348639,3925.52666411565,21129.5452738096,7274.72378231288,28404.3454540818,42308.2678052722,1381.58360884357,43688.4726369053,-826.140371598734,42862.8093477893,"October",1991-10-01,96077.0643852045
1991,-28546.3310765306,19.2201181972832,-28527.6525765305,2140.14828486378,-26387.0908996596,-10490.1300892857,617.041909863951,-9871.1880246599,-455.193674319739,-10326.4987670069,-35798.4069387756,-1009.9442619048,-36807.4851607149,-2899.60977636042,-39706.981017007,"November",1991-11-01,-74834.8681045922
1991,11724.6307083334,-7940.87314370747,3784.66664880949,-26335.7331615645,-22551.6099124151,-197.953151360561,-4688.41724404764,-4887.85346683674,-14769.7680017006,-19657.5102312925,17248.4238869047,-141.991407312891,17106.2076309529,-4914.99970493211,12190.6584260208,"December",1991-12-01,28775.1014438778
1992,4162.20891071421,10145.2670612245,14306.2592312925,44495.2326870747,58801.9015,9193.35003741496,7292.39467517011,16487.0622338436,33142.1865612244,49629.1535654763,1811.07816241519,1870.87385969385,3681.47176615619,21143.351937075,24825.4343316322,"January",1992-01-01,15166.637110544
1992,-11430.2004948979,-7124.25371088432,-18553.0053282313,-49083.0354022109,-67636.0994761904,-12840.8580578231,-8018.05897023814,-20860.2575705783,-45520.6509778911,-66380.7674328233,-9803.46108843571,-3404.24261649658,-13206.5580068026,-35892.3955484695,-49099.3161556118,"February",1992-02-01,-34074.5196411563
1992,6514.48027551014,1680.15674489793,8192.9934166666,39012.8619268708,47205.6429090135,8938.29803741495,6946.85526360549,15886.5979906463,45410.8875246598,61297.1608494901,3069.674539116,4285.07245833331,7353.17643962576,41213.7711207485,48566.9862066324,"March",1992-03-01,18522.4528520407
1992,10425.427827381,3739.04297448982,14166.2034659865,-19032.6542193878,-4866.21605952379,4033.3678239796,-4603.36298894561,-571.60808248297,-33674.8247134354,-34245.7551037418,16816.9086887752,-4517.06912414962,12301.4107984695,-36097.0038435376,-23795.3640858842,"April",1992-04-01,31275.7043401361
1992,-32556.8032193877,-7734.57198214287,-40292.9381335035,-2003.91507142849,-42297.0474999999,-22961.7706190476,1727.36715221091,-21232.5988911565,17181.3931318027,-4052.33135544193,-46242.4163996597,3966.12381122444,-42277.485372449,24679.3944132655,-17598.532159864,"May",1992-05-01,-101760.990238095
1992,44805.2684396257,8918.95196343538,53725.3675586736,14074.6936598639,67800.3818154761,37306.5214719388,927.334428571418,38231.9947457484,-3433.95857312923,34799.5242236393,73627.8843784013,-2507.80761819723,71120.7786011904,-12584.0603588437,58537.3022159865,"June",1992-06-01,155739.674289966
1992,-34843.6042806121,-6253.50543452381,-41097.866404762,-11990.8730280611,-53089.27005017,-36773.4169753402,-2715.61059523809,-39487.3920680272,-3852.07973469389,-43341.0629668366,-81469.2424166667,676.435742346908,-80793.1492244895,4314.51545153075,-76479.2199583336,"July",1992-07-01,-153086.263672619
1992,10083.3159132652,1347.24086309525,11431.2209872451,1210.41802040808,12642.2203937075,23638.9725314626,3459.85691326531,27097.6565629252,5923.10574234691,33022.1597363944,66904.670832483,723.130857993212,67627.9812848636,-859.057519557972,66769.315034014,"August",1992-08-01,100626.959277211
1992,5979.11545153073,2348.14472363944,8326.39119472773,6894.13355442183,15220.1027414965,-11387.0790442177,-3505.13120833335,-14891.5187032312,-6813.0980671768,-21705.6399719386,-50027.34044983,-1584.31231037416,-51611.8273937072,-1097.20679931955,-52709.0331853745,"September",1992-09-01,-55435.3040425168
1992,-744.101454932073,-4032.24817772107,-4775.19906037403,-8318.67025085035,-13093.6594617346,8580.66403486396,3056.14366411568,11636.4182738094,8992.00378231284,20629.0594540815,47808.5618052722,2318.07860884354,50126.9416369046,5528.56762840118,55654.9963477893,"October",1992-10-01,55645.124385204
1992,-13977.0650765305,6018.88011819724,-7959.50657653066,8650.2982848639,690.711100340021,-10476.1880892857,-1923.40009013611,-12399.2710246598,-11355.2706743196,-23754.8917670067,-50604.5129387756,-2886.77426190478,-53491.7961607144,-12368.2837763604,-65859.0980170069,"November",1992-11-01,-75057.7661045919
1992,20172.6717083333,-9061.45314370743,11112.5446488095,-10819.6191615646,292.966087585146,8727.41984863943,179.391755952453,8906.38453316321,12274.2089982992,21180.7827687074,38741.8108869048,2789.0435926871,41531.4776309527,18366.8022950679,59897.0384260205,"December",1992-12-01,67641.9024438777
1993,-13608.7160892857,11158.6090612244,-2451.25876870745,10763.4546870748,8312.17749999986,-2033.96996258499,1591.69967516999,-441.625766156442,-12287.6704387754,-12729.4574345237,-11477.1348375849,-1901.68114030616,-13379.2422338439,-21430.8680629251,-34808.9036683676,"January",1993-01-01,-27119.820889456
1993,418.632505102037,-11474.1647108843,-11054.7203282313,-7916.12040221089,-18970.9234761903,-6003.21505782318,-2878.98897023802,-8883.03557057823,11780.5770221088,2897.83756717675,-15344.1910884356,724.396383503443,-14619.8690068024,21074.6974515306,6453.9708443881,"February",1993-02-01,-20928.7736411563
1993,15567.0922755103,11790.6457448979,27357.3034166666,9672.43092687079,37030.0829090134,13699.575037415,3519.94826360538,17220.3059906463,-8816.67247534007,8403.03384948993,32899.8945391159,140.549458333297,33041.0064396258,-16348.8818792517,16692.3722066323,"March",1993-03-01,62166.5618520408
1993,-34142.2011726191,-13390.8860255102,-47532.8505340136,-21176.3872193878,-68710.0150595237,-21650.6391760205,-3402.91298894552,-25053.953082483,1895.7132865646,-23157.2651037416,-45606.5373112247,-408.054124149629,-46015.3072015309,6987.88515646249,-39027.008085884,"April",1993-04-01,-101399.377659864
1993,50746.5307806124,14809.0520178571,65555.2528664966,37260.0189285714,102816.4975,28250.9883809524,2356.71515221084,30607.5601088436,7009.99513180271,37616.2966445579,54273.8076003402,208.312811224461,54482.6426275516,4697.33641326543,59179.1508401358,"May",1993-05-01,133271.326761905
1993,-54865.9575603743,-13342.1030365646,-68207.4744413266,-47261.285340136,-115470.243184524,-28765.0815280613,-313.958571428527,-29078.4812542518,-13692.4395731292,-42769.5527763605,-46813.3986215986,57.3743818027427,-46756.2333988102,-15294.0723588437,-62049.4337840134,"June",1993-06-01,-130444.437710034
1993,41660.1587193879,7930.88856547616,49590.3025952381,44043.6349719387,93635.3859498297,20982.5580246599,-2622.52759523814,18359.2879319728,14363.2192653061,32721.1480331632,13832.3225833333,-197.637257653071,13634.6287755109,21844.2634515307,35478.1640416666,"July",1993-07-01,76475.0393273812
1993,-21724.1180867348,-358.924136904734,-22082.3790127551,-27580.9249795918,-49664.5376062922,-9765.87046853741,6156.47191326535,-3608.56843707482,-6601.50225765306,-10208.7402636054,34113.166832483,560.7658579932,34674.2312848634,-21127.1765195579,13547.7210340136,"August",1993-08-01,2623.17827721097
1993,10954.7144515307,-5886.91027636057,5067.37619472784,3584.0865544217,8652.51474149633,2428.36695578231,-9623.91620833337,-7196.49670323132,-9793.62006717685,-16991.4149719388,-73665.24644983,-1632.35231037416,-75298.2013937072,10323.1492006804,-64975.7891853741,"September",1993-09-01,-60282.1650425175
1993,-12081.3554549321,7614.06782227894,-4467.07406037406,18808.4527491497,14340.4225382655,-895.872965136072,11804.0796641157,10909.2722738095,30733.7547823129,41644.1824540817,88478.5268052721,3357.60460884356,91837.0816369047,9667.40362840124,101505.249347789,"October",1993-10-01,75501.298385205
1993,14443.4699234695,-3510.97488180276,10932.3954234693,-30101.8717151361,-19168.7218996599,1770.41591071433,-11265.7990901361,-9496.51002465986,-47666.3316743197,-57163.6087670069,-76885.0439387755,-4968.1072619048,-81854.3751607144,-32311.4267763604,-114166.415017007,"November",1993-11-01,-60671.158104593
1993,-10019.2182916667,-4646.46514370743,-14665.6323511904,26231.6738384355,11565.773087585,-2065.53315136061,7559.88175595237,5495.50653316325,52517.5719982993,58013.2537687075,47559.4538869047,5426.33859268712,52987.1306309525,48187.3072950679,101174.800426021,"December",1993-12-01,35474.7024438786
1994,1208.82791071434,12149.5590612244,13358.3792312924,-13031.4823129252,326.51650000003,1395.05103741504,-2150.35432482991,-756.507766156442,-44197.7304387755,-44953.8924345238,-15058.6078375849,-4199.04714030616,-19258.9382338436,-50977.1730629251,-70236.2906683677,"January",1994-01-01,-12454.7288894567
1994,5890.55150510197,-14640.9817108843,-8750.48932823122,1245.17059778913,-7504.46447619045,-341.571057823203,-2492.64997023811,-2832.96157057827,28909.6890221088,26076.1645671768,-4613.09708843551,1845.65638350343,-2766.38300680273,41569.6854515305,38803.4238443881,"February",1994-02-01,935.883358844262
1994,-8748.44172448969,12001.8267448979,3253.53541666663,4281.20592687078,7533.79090901355,-617.829962584958,4881.15226360545,4262.03599064631,-13717.6624753401,-9455.07115051005,1528.75153911573,243.049458333306,1771.14243962592,-26324.6668792516,-24553.6507933676,"March",1994-03-01,-7837.52014795975
1994,9436.33282738081,-7456.34502551017,1979.71746598636,-6427.15021938781,-4446.64905952375,1886.51382397951,-5117.96498894558,-3230.19108248306,1811.97728656454,-1418.78910374165,22490.6946887754,-981.481124149622,21509.3557984693,11687.7501564625,33197.2349141158,"April",1994-04-01,33813.5413401364
1994,-13101.0832193876,3127.01201785711,-9973.6191335033,7422.63492857148,-2551.61850000007,-5615.19761904752,3864.34615221089,-1752.03889115641,6096.32113180281,4344.97164455793,-55876.6653996598,573.429811224446,-55302.8553724487,-623.966586734538,-55926.935159864,"May",1994-05-01,-74592.9462380953
1994,24068.9634396257,1047.91796343542,25116.1565586733,-5604.12034013608,19512.7218154763,13712.7874719387,-1679.84657142859,12034.0287457483,-9381.6275731293,2651.68822363942,84911.7853784012,-229.618618197241,84681.3606011902,-7004.28735884371,77677.1542159864,"June",1994-06-01,122693.536289966
1994,-39804.7662806122,-4533.57943452387,-44337.3074047617,1201.3309719388,-43136.8830501702,-23881.0709753401,-736.231595238062,-24618.2430680272,8150.50726530614,-16467.2249668368,-100233.007416666,796.353742346917,-99435.5652244895,12033.5844515308,-87402.0179583333,"July",1994-07-01,-163918.844672619
1994,50558.5319132653,5558.23186309529,56115.4909872448,1260.10002040813,57376.7333937076,29843.1685314625,2648.38491326526,32492.2515629252,-4325.54825765307,28166.4837363946,99017.2188324828,-1773.4681420068,97242.4882848638,-14462.491519558,82780.0150340136,"August",1994-08-01,179418.91927721
1994,-47999.1115484694,-3758.40227636058,-51756.159805272,1778.77855442181,-49978.6592585034,-27037.6720442176,-3819.33920833328,-30857.3887032313,1029.43993282315,-29827.8719719388,-83993.8454498298,1792.31468962584,-82200.1203937075,14184.1232006804,-68016.0971853742,"September",1994-09-01,-159030.629042517
1994,33069.6895450681,1737.51882227892,34805.9149396258,-7508.58425085036,27298.6075382653,17048.9050348639,4516.85866411559,21565.8392738095,-696.891217687116,20868.8254540817,61088.5818052721,51.8356088435544,61138.870636905,-11830.4893715987,49308.7153477893,"October",1994-10-01,111207.176385204
1994,-14095.0660765307,-3350.39988180273,-17444.3555765305,6159.85428486394,-11285.5948996599,-5807.00108928566,-5131.97309013601,-10938.8560246598,1782.83132568034,-9155.81976700675,-36676.3169387755,-3374.41426190479,-40049.1611607146,6938.60222363951,-33111.2250170071,"November",1994-11-01,-56578.3841045925
1994,-1815.39529166662,9853.01485629254,8036.80064880945,11745.7518384354,19783.2180875852,-2086.41515136059,5956.57675595236,3869.97753316319,2248.24499829923,6117.97876870733,14519.3408869047,6758.76759268712,21276.7286309527,3347.456295068,24625.1314260209,"December",1994-12-01,10617.5304438784
1995,14759.7929107142,-17059.3379387756,-2299.04476870741,-41755.7303129252,-44054.7935000002,7181.321037415,-6800.19032482994,381.291233843606,-15831.9344387754,-15450.2864345236,5723.9871624152,-8716.88414030617,-2991.88023384374,-19964.7110629252,-22957.629668368,"January",1995-01-01,27665.1011105433
1995,-29296.2674948979,17903.1352891157,-11393.4113282314,62704.2695977891,51310.1505238098,-12992.4930578231,6690.56802976193,-6302.04257057828,32785.4540221087,26482.7165671766,-24799.3750884357,8630.28538350344,-16169.7360068026,36913.2364515306,20744.4138443884,"February",1995-02-01,-67088.1356411557
1995,45798.6332755102,-9626.51025510211,36172.3274166667,-56708.5190731293,-20534.8310909866,19543.822037415,-4766.60473639459,14777.3619906463,-40859.62147534,-26081.0531505099,38591.2965391161,-7024.4625416667,31567.2534396259,-45152.4368792517,-13585.8697933679,"March",1995-03-01,103933.75185204
