"DATE","Primary.Energy.Consumed.by.the.Residential.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Residential.Sector","End.Use.Energy.Consumed.by.the.Residential.Sector","Residential.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Residential.Sector","Primary.Energy.Consumed.by.the.Commercial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Commercial.Sector","End.Use.Energy.Consumed.by.the.Commercial.Sector","Commercial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Commercial.Sector","Primary.Energy.Consumed.by.the.Industrial.Sector","Electricity.Sales.to.Ultimate.Customers.in.the.Industrial.Sector","End.Use.Energy.Consumed.by.the.Industrial.Sector","Industrial.Sector.Electrical.System.Energy.Losses","Total.Energy.Consumed.by.the.Industrial.Sector","Month","Formatted.Data","Total.Energy.Consumed"
1979,1606.44170833329,1111.20785629252,2717.97464880946,-12804.0181615646,-10086.0579124148,4016.06584863946,784.123755952377,4800.6435331633,-5528.47300170069,-727.732231292457,-66515.6491130954,1810.84659268707,-64703.7483690476,-10759.111704932,-75462.4215739797,"December",1979-12-01,-60893.141556122
1980,-3882.37208928568,372.086061224493,-3510.9967687074,18418.1236870748,14907.0534999999,-2560.78396258504,2567.27467517008,5.80623384351111,17647.0965612245,17652.8205654761,64888.1041624151,2201.47285969388,67088.7097661564,18286.1679370748,85374.0603316326,"January",1980-01-01,58444.9481105436
1980,4731.38350510201,-1773.06371088437,2958.99967176864,-18319.3774022108,-15360.2294761904,215.042942176877,-5815.35497023812,-5599.49557057821,-25341.8169778911,-30941.237432823,-57498.9380884355,-5495.0586164966,-62993.3540068028,-21575.3835484694,-84567.902155612,"February",1980-02-01,-52552.5116411557
1980,-4510.67472448975,4145.71574489798,-365.3695833333,17452.5089268707,17086.9269090136,325.165037414964,8580.29926360547,8904.82799064624,28102.6765246599,37007.3998494896,25506.7305391158,6002.54245833334,31508.6794396261,17849.8321207483,49357.9032066323,"March",1980-03-01,21321.2208520401
1980,25.0668273808865,-6739.60802551022,-6714.3065340136,-19091.8442193877,-25805.9160595238,-217.497176020425,-9754.1539889456,-9971.54708248298,-26985.2207134354,-36956.5851037413,24115.2256887753,-3039.85112414967,21076.155798469,-8860.92384353749,12215.5789141161,"April",1980-04-01,23922.7953401366
1980,11519.3707806123,7275.80201785716,18794.8428664966,21145.5959285714,39940.2445,3597.86738095243,8239.08415221089,11837.6121088435,22757.5801318027,34594.8586445577,-54916.3163996597,-1879.7081887755,-56797.0983724486,-253.789586734598,-57051.0551598644,"May",1980-05-01,-39799.0782380955
1980,-25237.9495603742,-3333.23503656463,-28570.5994413265,-17770.209340136,-46340.6961845238,-11320.6825280613,-3755.33757142856,-15077.4522542517,-15116.9305731293,-30193.8187763604,33145.8693784012,6389.13438180272,39536.3446011901,4584.78764115636,44121.1582159868,"June",1980-06-01,-3412.76271003387
1980,32544.5417193878,-4649.53743452381,27894.2705952381,5989.64997193876,33883.8849498299,18763.30402466,-2402.58659523812,16362.6249319728,4060.57626530615,20422.4020331631,38045.2215833334,-9009.85325765307,29033.8057755106,-3713.4865484693,25320.5120416664,"July",1980-07-01,89353.0673273807
1980,-32602.8330867347,12223.9678630952,-20378.2560127552,10474.9240204082,-9903.34760629249,-21437.3424685375,7519.10791326533,-13920.0984370748,8885.3857423469,-5033.81026360535,-118083.565167517,9746.22385799321,-108335.612715136,3594.9004804421,-104741.243965986,"August",1980-08-01,-172123.740722789
1980,32470.7744515307,-14518.9172763605,17951.583194728,-24376.7004455783,-6425.03125850344,19824.6049557823,-9259.13220833336,10566.8352967687,-21009.5660671768,-10443.5339719388,164345.20755017,-9489.80231037416,154853.657606293,-11214.6217993196,143639.894814626,"September",1980-09-01,216640.586957482
1980,-34619.2824549321,10769.8158222789,-23849.5270603742,30088.9927491497,6239.18153826537,-16147.814965136,7469.94866411567,-8678.57272619044,28794.3627823129,20116.3604540816,-165144.810194728,8788.16460884354,-156355.110363095,25241.8546284013,-131114.197652211,"October",1980-10-01,-215911.907614795
1980,32455.2299234695,-4592.11988180272,27863.2954234694,-26061.0737151361,1802.92010034007,9974.84291071425,-3823.58709013607,6151.45097534009,-28250.8446743197,-22099.7187670068,137281.359061224,-7126.29726190476,130153.902839286,-34648.0067763605,95506.5919829935,"November",1980-11-01,179711.431895407
1980,-20108.8602916668,223.603856292511,-19885.2713511904,15087.9478384355,-4798.56991241489,-340.052151360509,-48.1212440476052,-388.150466836698,17516.9749982994,17128.9347687075,-101807.611113095,3768.53459268707,-98038.2443690475,29690.949295068,-68347.6145739798,"December",1980-12-01,-122256.523556122
1981,-769.289089285603,784.150061224492,14.5012312924755,-3589.95631292529,-3573.82450000009,-11102.2839625851,3510.24767517006,-7591.99476615649,-628.11643877557,-8219.98743452385,67782.6521624152,747.22185969387,68529.1487661564,-13348.1920629251,55181.0323316328,"January",1981-01-01,55911.0791105438
1981,23478.765505102,196.418289115652,23675.9176717688,-1933.23540221076,21741.1275238096,21195.8509421769,-6370.11197023809,14825.5004294218,-13361.6619778911,1463.43056717696,-31592.7340884357,-4550.03261649658,-36141.9700068028,-1091.14554846943,-37233.1161556123,"February",1981-02-01,13081.8823588437
1981,-37469.6077244898,-382.208255102051,-37852.7435833334,1553.80492687063,-36297.9300909865,-26223.619962585,8257.80926360545,-17965.4350093537,17858.6355246598,-106.166150510304,-12086.614460884,5998.19745833331,-6089.28556037408,3997.42312074837,-2091.87679336722,"March",1981-03-01,-75779.8421479593
1981,30875.4608273809,-1883.9320255102,28992.3904659865,-2814.92621938763,26177.2039404763,21939.3278239796,-8563.27798894559,13375.669917517,-14682.2437134353,-1307.16110374142,54701.0566887752,-4869.38612414964,49832.5397984693,1582.09715646248,51414.5669141155,"April",1981-04-01,107515.845340136
1981,-3862.84121938777,4349.89301785714,486.502866496527,10211.8569285713,10697.9564999999,-7996.28061904765,6498.2441522109,-1497.71789115643,10297.1341318027,8799.59964455779,-71887.3413996596,2064.47681122448,-69823.760372449,-5225.15258673458,-75048.5211598639,"May",1981-05-01,-83746.4632380954
1981,-22128.3545603741,-2243.76603656463,-24372.0534413264,-17097.5053401359,-41468.7321845239,-7090.74652806116,-1695.49357142858,-8786.49325425173,-7474.32357312926,-16260.4507763605,46991.3723784012,1176.41038180273,48168.7816011905,718.406641156362,48886.3562159866,"June",1981-06-01,17772.2712899662
1981,20385.9067193877,-5782.3554345238,14604.018595238,13551.0609719387,28154.1309498301,10704.4540246598,-4647.73159523809,6056.87293197281,3754.70326530615,9810.86503316321,2798.84558333346,-3717.45725765307,-919.656224489878,8762.93545153069,7844.26504166638,"July",1981-07-01,33889.2063273808
1981,13671.8079132654,15005.1368630952,28676.011987245,333.259020408223,29010.0713937072,1631.19753146268,9838.00691326531,11469.2515629251,2663.1857423469,14133.1417363947,-35671.7211675171,5032.2378579932,-30638.602715136,-15250.1125195579,-45889.3239659861,"August",1981-08-01,-20368.7157227891
1981,-56872.3795484694,-19193.8822763605,-76064.9968052722,-13177.1874455782,-89242.7372585031,-20869.2180442178,-11625.7812083333,-32495.2987032312,-8656.64406717683,-41152.436971939,26369.5185501701,-5527.29131037415,20841.7126062925,14554.3862006803,35396.0118146256,"September",1981-09-01,-51372.079042517
1981,80066.723545068,16588.2468222789,96653.4589396258,13723.9237491497,110377.823538265,32788.222034864,9921.81666411566,42710.4652738094,8532.49378231289,51243.2554540819,10171.813805272,5824.70560884353,15996.5456369047,-10479.9233715987,5517.30834778937,"October",1981-10-01,123026.759385204
1981,-71907.0210765306,-10783.6488818027,-82688.9335765305,-1710.96371513605,-84400.4628996597,-30520.4110892857,-6360.98109013607,-36881.6370246598,418.441325680289,-36463.390767007,-40107.7499387753,-5827.07526190475,-45934.2571607143,10218.6202236394,-35716.6000170071,"November",1981-11-01,-142535.182104592
1981,42602.3327083333,6183.43185629248,48783.9336488094,-13512.9331615646,35271.779087585,17800.6848486394,2434.2367559524,20234.7255331632,-15129.5590017007,5105.35476870766,45675.4648869045,5056.92159268707,50731.1746309524,-15704.5487049319,35027.5354260208,"December",1981-12-01,106078.482443877
1982,-10478.9960892857,-3660.61093877549,-14138.0507687074,23400.5356870748,9261.69549999999,-2389.667962585,1489.55167517006,-899.52676615641,28992.6795612245,28092.847565476,-33062.3898375847,-3523.66714030612,-36584.4052338436,21589.4899370748,-14995.4576683676,"January",1982-01-01,-45931.0538894558
1982,-12306.240494898,1433.92428911564,-10873.1903282314,-26321.7544022109,-37194.4984761904,-10202.8750578231,-5299.91797023809,-15503.4705705783,-36453.5419778911,-51956.431432823,13804.7569115643,1564.6153835034,15367.8019931974,-22628.2395484693,-7260.5241556122,"February",1982-02-01,-8704.35864115648
1982,26627.5062755103,1378.32674489795,28005.9614166668,25366.1649268708,53372.2109090135,18632.240037415,8074.86526360544,26707.6129906463,36147.2565246599,62853.9188494897,9705.73753911591,605.473458333339,10312.1364396258,20074.2381207482,30387.1062066329,"March",1982-03-01,54965.4838520409
1982,-44418.5151726192,-3279.30502551019,-47697.6065340137,-23409.3432193879,-71107.4180595236,-26119.1631760204,-8359.08498894557,-34478.561082483,-30593.6087134354,-65070.9091037414,-36554.9023112246,-2323.40312414967,-38878.3732015306,-18484.0988435374,-57363.4870858848,"April",1982-04-01,-107092.580659864
1982,74744.7087806125,1359.81901785714,76104.5408664967,19620.4699285715,95725.5304999997,37121.9613809524,5259.04215221088,42381.2341088436,23117.5161318028,65497.3496445578,54095.9686003401,2140.87181122451,56236.308627551,19146.5504132653,75383.6038401364,"May",1982-05-01,165962.638761905
1982,-107240.023560374,5988.60796343537,-101251.955441327,-10919.8733401361,-112172.132184524,-49302.8345280613,649.421428571437,-48653.6352542517,-15371.5255731293,-64023.8047763605,-45915.2396215984,706.076381802703,-45208.5283988096,-19986.1163588436,-65194.7727840138,"June",1982-06-01,-202458.097710034
1982,116212.816719388,-16372.8374345238,99840.9305952381,-2699.88102806115,97140.9999498297,51688.3140246599,-7228.48659523811,44460.0199319728,7538.34226530616,51997.2110331633,13577.7315833331,-4837.08125765305,8740.33277551037,19491.0864515306,28231.0290416667,"July",1982-07-01,181478.862327381
1982,-87562.7860867348,24380.8948630952,-63182.9650127551,16517.0870204081,-46665.3856062925,-36181.5734685375,11914.3639132653,-24267.2904370748,512.495742346911,-23753.9582636054,21070.7108324832,7867.9678579932,28938.4922848637,-16972.6885195579,11966.3280340136,"August",1982-08-01,-102673.648722789
1982,37024.8264515307,-25614.8452763605,11411.0151947279,-24267.4044455781,-12857.3812585033,9296.27995578237,-13202.3332083333,-3906.22170323134,-8123.47206717686,-12030.2119719388,-37773.05344983,-8815.84831037416,-46588.2723937072,10960.1822006803,-35628.4631853741,"September",1982-09-01,8548.05295748275
1982,4423.25754506794,19765.3258222789,24187.6209396258,22390.8467491496,46579.8875382652,12661.5810348639,11146.4306641157,23808.6472738096,12914.5677823129,36723.5124540816,34010.1918052721,8453.88360884355,42463.2556369044,-1248.04437159869,41215.467347789,"October",1982-10-01,51095.0303852043
1982,-20232.7250765306,-10802.6638818027,-31034.5985765305,-14253.617715136,-45289.8178996599,-19733.5330892857,-6914.38709013606,-26649.24302466,-12493.9426743197,-39143.3677670068,-18994.3089387755,-7529.38126190476,-26522.979160714,-8914.52977636049,-35437.8890170068,"November",1982-11-01,-58960.567104592
1982,17374.4047083334,3371.49585629251,20745.4766488094,8358.57383843536,29105.5220875852,15340.4158486394,1906.65675595238,17249.0875331633,7918.64299829934,25167.8407687075,-618.903113095374,5709.26259268707,5089.91563095213,15976.385295068,21066.9724260206,"December",1982-12-01,32095.9174438778
1983,-10104.1260892858,1783.69806122449,-8320.45576870734,-8481.05531292519,-16802.6745000003,-8126.79096258498,3060.65867517007,-5068.47976615652,-3194.07143877552,-8262.56943452381,25789.8271624152,-2566.91714030611,23223.1327661566,-20050.6000629251,3171.64833163228,"January",1983-01-01,7558.91011054394
1983,4127.78950510209,-6921.06571088434,-2792.92732823139,10231.9265977892,7439.94152380981,2324.14794217681,-7585.08797023809,-5258.83457057819,1322.80002210885,-3936.18143282312,-59315.9950884357,-1094.10561649661,-60410.2410068029,23780.6234515306,-36628.7691556118,"February",1983-02-01,-52864.0576411562
1983,6114.7772755102,12656.3227448979,18770.6444166667,-9909.19207312933,8860.44690901337,4100.58603741503,10916.8752636054,15016.0339906462,-3231.28047534013,11785.1668494898,99885.991539116,3483.30245833335,103369.439439626,-29727.5108792517,73641.3072066323,"March",1983-03-01,110101.354852041
1983,-33384.5331726191,-17349.0320255102,-50733.1555340136,9360.48478061234,-41371.3570595237,-17054.2271760205,-12104.7869889456,-29158.350082483,9108.81328656461,-20050.2661037415,-141722.183311225,-3289.14012414968,-145011.469201531,39502.5091564625,-105508.546085884,"April",1983-04-01,-192160.943659864
1983,85080.8827806123,19547.5900178572,104628.199866497,-9960.57307142867,94666.0005,40775.4423809525,10720.3791522109,51495.7551088435,-17347.8298681973,34148.8906445578,173109.68860034,702.784811224508,173812.579627551,-50837.3865867347,122974.794840136,"May",1983-05-01,298966.013761905
1983,-144933.360560374,-18270.4210365646,-163203.723441327,9027.36665986403,-154174.647184524,-69113.1365280613,-7014.51457142857,-76128.0042542517,23289.2914268707,-52839.7227763605,-175086.572621599,2772.4633818027,-172314.18839881,55100.0806411564,-117213.532784013,"June",1983-06-01,-389133.069710034
1983,175891.658719388,12911.3475654762,188803.228595238,-4715.26602806129,184086.44094983,85061.81802466,1925.8314047619,86988.3479319728,-22671.1727346939,64318.0260331632,135199.188583333,-5351.66425765305,129847.68877551,-44251.5435484694,85595.3930416664,"July",1983-07-01,396152.665327381
1983,-154479.170086735,-5042.73213690478,-159522.405012755,-275.738979591798,-159796.913606293,-76168.2534685375,2846.06691326532,-73323.2034370748,16675.2487423469,-56648.5482636054,-68297.2321675171,6207.17185799319,-62090.4667151363,22248.3924804421,-39841.4179659862,"August",1983-08-01,-298944.65572279
1983,97240.1314515307,-1443.86727636053,95796.892194728,1767.99055442176,97563.8237414967,49079.9429557824,-5583.59220833336,43497.6242967687,-11380.0480671769,32117.9940280612,10929.8385501701,-6009.24931037415,4921.29660629282,-4317.94379931964,603.176814625846,"September",1983-09-01,157249.912957483
1983,-43021.675454932,3807.86182227889,-39214.2490603743,2345.37974914963,-36867.7884617347,-22810.6159651362,5679.95066411567,-17132.0977261905,11651.6427823129,-5480.8855459183,12004.4768052721,6046.08960884354,18049.6686369044,2972.31062840126,21021.510347789,"October",1983-10-01,-53827.8146147959
1983,14719.0019234694,-2940.8418818027,11778.1384234695,-11940.240715136,-163.276899659775,9298.68091071436,-3646.31609013608,5653.83697534016,-16668.5416743197,-11014.1717670069,-7023.01693877547,-6749.58926190477,-13771.6741607139,-17722.2157763605,-31493.0060170066,"November",1983-11-01,16994.665895408
1983,-7916.85229166671,1061.27585629251,-6855.17535119064,23786.1528384354,16932.1750875849,-6438.41415136057,208.764755952394,-6231.00146683677,21472.5999982993,15241.0707687075,-3185.65211309536,7331.80659268709,4145.21463095207,38203.3192950679,42347.6754260203,"December",1983-12-01,-17540.9185561222
1984,9614.84591071431,1366.75406122449,10981.2532312927,-30976.9503129252,-19996.8604999998,7631.86803741496,3981.64567517006,11614.5982338436,-21637.5964387755,-10022.6404345239,5121.98016241522,-6768.14114030613,-1645.13323384329,-53184.7240629251,-54829.3336683674,"January",1984-01-01,22368.694110544
1984,-13415.070494898,-4729.15971088434,-18144.4203282314,27381.3445977892,9238.13952380943,-9790.2420578231,-8002.2839702381,-17793.3595705782,15704.0080221088,-2089.48643282306,-1607.12308843577,4750.5683835034,3142.3029931971,55549.4164515305,58691.555844388,"February",1984-02-01,-24812.4356411563
1984,16793.4792755102,8042.26174489796,24836.6834166667,-12264.3210731293,12570.9409090136,11053.0220374149,10754.6292636054,21808.4589906463,-3954.25047534012,17854.1808494897,1890.48053911614,-1741.38554166665,150.318439625979,-42447.9128792516,-42297.6427933676,"March",1984-03-01,29736.9818520406
1984,-13478.4031726191,-8648.32702551022,-22128.2885340136,-9428.80521938773,-31555.4950595237,-6875.60317602039,-11173.8279889456,-18050.472082483,-12427.9227134354,-30478.2911037415,-9914.99431122498,-1339.36812414969,-11255.7172015307,15130.0111564625,3874.40991411583,"April",1984-04-01,-30269.0006598638
1984,-8009.57821938767,3011.03201785717,-4996.74313350347,27203.8489285714,22205.7014999998,-8300.83761904762,8079.15515221088,-220.293891156457,28884.1331318028,28663.7386445579,18031.4376003406,3225.19781122453,21258.2366275512,19395.5264132654,40653.6498401359,"May",1984-05-01,1721.02176190486
1984,54952.7364396258,10313.9209634353,65265.0215586736,-28602.1463401361,36663.5598154765,34932.8554719388,-1022.93157142857,33908.1927457483,-36820.1515731293,-2911.95577636064,-10372.537621599,-2714.48761819731,-13088.8203988097,-48222.1243588436,-61310.8527840135,"June",1984-06-01,79513.0542899656
1984,-114228.501280612,-26425.1494345238,-140652.457404762,10790.4599719389,-129861.68305017,-63286.0269753401,-7905.6305952381,-71189.6050680272,30280.0392653062,-40909.3529668366,-20689.9844166663,-236.053257653037,-20924.3652244896,58956.4964515306,38032.0390416665,"July",1984-07-01,-198204.512672618
1984,153400.224913265,35906.8928630952,189306.415987245,13214.4060204081,202519.675393708,77721.7265314625,14399.2109132653,92118.6215629252,-13567.0812576531,78551.0237363945,59694.6398324827,3905.54085799318,63598.9832848638,-49793.3585195578,13805.8080340138,"August",1984-08-01,290816.59127721
1984,-149806.380548469,-33589.8582763605,-183395.872805272,-26277.7304455781,-209672.088258503,-70233.6960442176,-15260.9852083334,-85492.2747032313,-1231.19706717684,-86722.6909719388,-78337.7924498297,-5979.86831037414,-84317.0543937074,31614.4392006802,-52703.0431853744,"September",1984-09-01,-298377.869042517
1984,112756.805545068,23364.4018222789,136120.901939626,23514.3667491496,159633.865538265,47800.2970348639,11064.4856641157,58862.5462738095,5282.3127823129,64144.0114540817,63715.024805272,5506.66760884353,69221.5656369047,-17630.2263715987,51592.1123477893,"October",1984-10-01,224272.127385204
1984,-69184.9970765306,-12797.0898818027,-81981.5485765307,-12954.646715136,-94935.2118996598,-24124.4100892857,-5047.3960901361,-29169.9810246599,142.195325680274,-29027.1117670068,-30241.1909387754,-3321.87326190475,-33563.2981607142,12136.6652236395,-21427.6410170069,"November",1984-11-01,-123550.598104592
1984,37047.1867083334,5096.79785629246,42143.0236488096,2949.96083843534,45092.518087585,7744.55584863942,-234.866244047578,7508.4035331633,-7624.05400170066,-116.023231292485,3042.23188690462,639.261592687054,3682.09363095233,-10347.6407049321,-6664.64457397947,"December",1984-12-01,47833.9744438781
1985,-20525.8560892858,1440.66306122454,-19083.8597687076,4468.85668707484,-14615.0085,-264.142962585005,4504.86967517003,4241.52523384349,11507.5865612244,15749.1825654762,3721.97616241516,2030.6178596939,5751.5737661565,6304.39093707491,12055.5323316325,"January",1985-01-01,-17068.0228894563
1985,21190.6595051021,-7600.93471088439,13588.3806717688,-8192.34840221089,5396.37752380954,1629.90894217685,-8187.63797023806,-6558.27457057819,-10563.6729778911,-17121.7194328232,8301.06891156439,-4361.00861649662,3941.47099319725,1566.97945153053,5508.31784438797,"February",1985-02-01,31121.6373588439
1985,-41034.7997244899,10950.524744898,-30083.4985833334,4545.89292687075,-25538.0360909864,-11963.891962585,10501.4362636054,-1461.89400935377,5365.90152465982,3903.43284948988,-29351.4334608842,5532.35745833335,-23820.7455603741,-11263.7918792516,-35084.1117933676,"March",1985-03-01,-82350.1251479594
1985,73067.211827381,-9783.95702551023,63283.5454659864,7353.90578061225,70637.5849404763,27690.2538239796,-9916.31498894556,17773.326917517,3861.47228656466,21635.6948962584,47648.8116887754,-4787.99512414968,42862.5747984694,20644.8681564625,63507.1099141159,"April",1985-04-01,148406.277340136
1985,-96790.8962193878,5648.00801785716,-91144.3081335034,-22142.4510714286,-113286.2605,-39672.0836190476,5882.06515221088,-33789.6968911564,-16390.9688681973,-50181.6373554421,-52918.7223996599,2287.63181122451,-50632.7343724491,-28597.3705867346,-79229.9771598642,"May",1985-05-01,-189381.702238095
1985,91746.1574396258,-1120.64103656463,90627.5865586735,32572.503659864,123198.893815476,39367.6624719387,445.205428571419,39813.3057457483,29395.3514268707,69209.2982236394,42613.1563784015,965.505381802706,43579.9136011906,33602.0346411564,77181.7762159866,"June",1985-06-01,173726.976289965
1985,-56670.2612806122,-2427.75643452381,-59100.047404762,-35060.4500280613,-94158.8410501702,-26717.4739753401,-6834.34459523808,-33553.1100680272,-38697.7407346939,-72250.8579668367,-24257.6244166668,-3763.66525765305,-28021.87522449,-33580.4295484693,-61601.8019583334,"July",1985-07-01,-107645.359672618
1985,10760.5219132652,4574.20686309523,15336.313987245,30713.5380204082,46048.1243937076,9458.20953146249,11213.9329132653,20673.7745629252,41618.2687423469,62291.4497363945,7463.51483248309,5188.1438579932,12651.5312848641,27959.020480442,40609.7320340136,"August",1985-08-01,27682.2462772104
1985,24016.3534515307,-4913.07227636053,19102.0851947278,-21656.3964455783,-2552.9082585035,4497.04295578242,-12727.9952083333,-8232.16370323132,-38084.9540671768,-46316.2709719388,3332.70755017002,-4849.76531037416,-1516.54039370762,-17883.0217993196,-19398.6911853742,"September",1985-09-01,31846.1039574833
1985,-38256.3854549321,3172.7958222789,-35082.5710603741,7408.11774914965,-27675.1894617347,-11795.0179651362,11798.3936641157,3.73627380954485,28359.9547823129,28362.9874540816,-6444.63819472789,2861.88060884355,-3583.10436309515,3681.32362840125,97.4973477891836,"October",1985-10-01,-56496.041614796
1985,35438.4589234695,-345.228881802706,35092.4014234693,12698.475284864,47790.7191003402,12782.7039107144,-9171.73509013606,3611.37297534012,-11315.6056743197,-7703.85576700682,1087.65806122453,355.780738095235,1443.1268392857,15642.0342236396,17085.7799829931,"November",1985-11-01,49308.8208954081
1985,-24255.4842916668,-1002.59914370749,-25257.6683511904,-33923.4741615647,-59180.1129124151,-9543.82815136061,5299.95675595238,-4244.69246683671,-12843.0900017007,-17087.8932312925,7944.18388690467,-4045.98540731293,3899.31763095232,-38875.2807049321,-34976.6565739794,"December",1985-12-01,-25855.1285561222
1986,12344.2209107143,-1506.71193877551,10837.5772312925,46456.0946870748,57292.1585000002,4739.87803741501,-932.656324829927,3808.08323384348,38376.2375612245,42184.3145654761,-11249.0508375849,6836.91085969388,-4413.7872338434,59617.510937075,55204.5693316324,"January",1986-01-01,5835.0481105439
1986,-3144.41949489797,7609.69828911565,4465.02367176877,-43744.8824022108,-39278.5014761907,-298.823057823156,-2411.81097023811,-2711.15557057814,-55530.5779778912,-58241.725432823,4987.49491156452,-7023.5956164966,-2034.47100680293,-69079.1955484695,-71114.5481556119,"February",1986-02-01,1544.25235884398
1986,-4026.1387244898,-13813.919255102,-17840.0505833334,30264.6599268707,12423.9139090138,-3136.83096258501,3367.41026360545,230.44899064616,58283.6995246599,58514.2108494896,6629.16553911572,3897.27645833334,10525.2894396261,63481.9851207484,74008.0182066324,"March",1986-03-01,-533.804147959718
1986,10780.2918273809,16312.6649744898,27093.4014659864,-17851.6032193876,9241.76994047605,5296.10682397957,-1730.01698894559,3566.90791751708,-49038.5937134354,-45471.8441037413,-21017.3583112246,1172.84387585033,-19843.9432015309,-48074.1768435375,-67918.7070858842,"April",1986-04-01,-4940.95965986345
1986,-16749.8122193877,-15045.2619821428,-31795.8451335034,12951.2009285713,-18844.1784999999,-5869.4826190476,-1792.55484778912,-7663.23589115648,34620.6941318027,26957.6416445576,37098.1736003403,-5616.0791887755,31481.9026275512,32425.1184132654,63907.6218401359,"May",1986-05-01,14478.8787619045
1986,19803.4664396257,13307.2119634354,33111.4615586734,-11569.7433401359,21541.1378154762,5237.34847193876,6076.09242857143,11314.5837457483,-20145.5645731293,-8831.04377636038,-41234.8266215989,7738.60938180272,-33496.1523988096,-22339.1613588436,-55836.0797840134,"June",1986-06-01,-16194.011710034
1986,-18719.6502806121,-13119.4724345238,-31839.5794047618,7660.77497193867,-24178.3250501702,-4432.64897534013,-9546.0705952381,-13979.5270680272,7940.87026530613,-6038.79496683688,11990.9565833337,-7668.19925765307,4322.68777551024,17064.6204515307,21388.1530416664,"July",1986-07-01,-11161.3426726189
1986,15616.6979132652,13222.6568630953,28839.2909872448,-882.053979591743,27956.9713937077,4164.03453146258,10617.2829132653,14781.7835629251,615.655742346922,15397.7027363947,49050.8788324827,6593.96585799321,55644.9472848639,-12720.4745195578,42923.852034014,"August",1986-08-01,68831.6112772108
1986,-14073.7675484693,-11716.4012763606,-25789.6848052721,-5136.93644557832,-30926.5132585037,-4136.58604421768,-8866.00220833335,-13002.9107032313,-4775.74306717685,-17778.8739719389,-106613.18744983,-5539.20131037417,-112152.551393707,6979.05220068029,-105173.378185375,"September",1986-09-01,-124823.541042517
1986,13823.049545068,8804.05882227892,22626.5319396258,8162.25874914976,30788.5935382656,2851.46303486393,5541.24566411568,8393.12527380951,5149.21478231289,13542.3504540817,123374.761805272,4612.65760884355,127987.731636905,-1216.78437159868,126771.347347789,"October",1986-10-01,140049.274385205
1986,-10855.6730765307,-6737.33988180272,-17592.6295765306,-9753.20771513615,-27345.3368996601,1353.13991071431,-2519.2580901361,-1166.73902465984,-3218.42167431967,-4384.83676700689,-92289.4749387755,-3082.77526190477,-95372.8251607143,-919.291776360477,-96292.7940170071,"November",1986-11-01,-101792.008104592
1986,4930.88970833343,7393.68585629252,12324.4726488095,12790.5808384354,25114.3240875852,-7694.20815136058,688.506755952417,-7004.96046683678,48.418998299255,-6957.21223129242,35179.8648869047,308.93359268708,35489.6406309524,-2661.17470493206,32829.1014260207,"December",1986-12-01,32416.5464438783
1987,-2883.59008928582,-9804.65193877551,-12688.4037687075,-16975.9163129252,-29663.6665000001,11903.878037415,452.314675170046,12355.4962338436,3713.20856122455,16069.5445654761,16912.9701624152,3239.49885969388,20151.5607661564,9646.17593707491,29797.3493316324,"January",1987-01-01,25933.2581105435
1987,10288.7835051021,10616.5292891157,20905.7376717687,18289.3055977891,39194.7085238095,-9869.17005782313,-1734.47697023809,-11603.0495705783,-6871.4609778912,-18475.228432823,-39269.8750884357,-6037.5766164966,-45306.8120068027,-14611.4745484695,-59918.2311556121,"February",1987-02-01,-38850.2616411559
1987,-20578.0167244898,-7216.49725510205,-27795.1675833333,-13042.1340731292,-40837.2940909864,3180.22603741494,3316.86226360544,6496.51799064632,8123.24452465988,14620.1648494897,22561.8135391161,6702.75545833334,29264.4934396259,13523.2711207484,42788.0792066327,"March",1987-03-01,5164.02285204044
1987,17816.711827381,349.097974489798,18166.5414659863,1946.68978061226,20113.3879404762,1022.69082397963,-4534.11398894558,-3510.89008248305,-7163.41571343538,-10674.4091037414,24079.0936887751,-5000.44112414967,19078.0137984694,-6692.59584353753,12384.7659141156,"April",1987-04-01,42918.4963401362
1987,4483.40778061224,5828.34301785714,10311.1238664966,8705.30992857136,19016.3175,1768.81638095235,4136.52415221089,5905.06510884359,3876.17813180273,9781.19564455769,-77907.8703996595,1659.2408112245,-76247.314372449,-2541.92758673457,-78788.4321598639,"May",1987-05-01,-71655.6462380951
1987,-31428.5805603741,-6766.51403656461,-38194.5984413265,-10860.5633401359,-49055.2701845238,-7459.3835280612,-1068.42957142858,-8528.02225425174,2603.06942687073,-5924.89577636035,111894.610378401,2287.07238180271,114179.965601191,10719.2656411563,124898.519215987,"June",1987-06-01,73006.6462899657
1987,42363.9397193877,1755.98156547616,44119.398595238,2251.00597193866,46370.8629498299,9189.69202465983,-4208.82759523809,4981.4859319728,-12117.8877346939,-7136.40896683695,-105890.797416667,-5670.17025765304,-111559.30822449,-15549.3225484693,-127108.160958334,"July",1987-07-01,-54337.1656726187
