DATE,Quarter,Primary Energy Consumed by the Residential Sector,Electricity Sales to Ultimate Customers in the Residential Sector,End-Use Energy Consumed by the Residential Sector,Residential Sector Electrical System Energy Losses,Total Energy Consumed by the Residential Sector,Primary Energy Consumed by the Commercial Sector,Electricity Sales to Ultimate Customers in the Commercial Sector,End-Use Energy Consumed by the Commercial Sector,Commercial Sector Electrical System Energy Losses,Total Energy Consumed by the Commercial Sector,Primary Energy Consumed by the Industrial Sector,Electricity Sales to Ultimate Customers in the Industrial Sector,End-Use Energy Consumed by the Industrial Sector,Industrial Sector Electrical System Energy Losses,Total Energy Consumed by the Industrial Sector,GDP,Month,Formatted Data,Total Energy Consumed,Avg.Temp
,,,,,,,,,,,,,,,,,,,,,74.3
,,,,,,,,,,,,,,,,,,,,,72.91
,,,,,,,,,,,,,,,,,,,,,64.35
,,,,,,,,,,,,,,,,,,,,,54.75
,,,,,,,,,,,,,,,,,,,,,48.11
,,,,,,,,,,,,,,,,,,,,,36.1
,,,,,,,,,,,,,,,,,,,,,33.57
,,,,,,,,,,,,,,,,,,,,,39.78
,,,,,,,,,,,,,,,,,,,,,46.04
,,,,,,,,,,,,,,,,,,,,,52.59
,,,,,,,,,,,,,,,,,,,,,63.14
,,,,,,,,,,,,,,,,,,,,,69.03
,,,,,,,,,,,,,,,,,,,,,73.87
,,,,,,,,,,,,,,,,,,,,,74.05
,,,,,,,,,,,,,,,,,,,,,65.57
,,,,,,,,,,,,,,,,,,,,,55.09
,,,,,,,,,,,,,,,,,,,,,38.03
,,,,,,,,,,,,,,,,,,,,,28.44
,,,,,,,,,,,,,,,,,,,,,31.35
,,,,,,,,,,,,,,,,,,,,,33.98
,,,,,,,,,,,,,,,,,,,,,41.49
,,,,,,,,,,,,,,,,,,,,,53.08
,,,,,,,,,,,,,,,,,,,,,62.82
,,,,,,,,,,,,,,,,,,,,,69.24
,,,,,,,,,,,,,,,,,,,,,74.48
,,,,,,,,,,,,,,,,,,,,,74.3
,,,,,,,,,,,,,,,,,,,,,65.7
,,,,,,,,,,,,,,,,,,,,,54.37
,,,,,,,,,,,,,,,,,,,,,47.41
,,,,,,,,,,,,,,,,,,,,,36.12
,,,,,,,,,,,,,,,,,,,,,34.48
,,,,,,,,,,,,,,,,,,,,,36.39
,,,,,,,,,,,,,,,,,,,,,39.54
,,,,,,,,,,,,,,,,,,,,,53.49
,,,,,,,,,,,,,,,,,,,,,59.29
,,,,,,,,,,,,,,,,,,,,,70.86
,,,,,,,,,,,,,,,,,,,,,75.85
,,,,,,,,,,,,,,,,,,,,,72.86
,,,,,,,,,,,,,,,,,,,,,66.85
,,,,,,,,,,,,,,,,,,,,,51.84
,,,,,,,,,,,,,,,,,,,,,41.97
,,,,,,,,,,,,,,,,,,,,,35.08
,,,,,,,,,,,,,,,,,,,,,32.81
,,,,,,,,,,,,,,,,,,,,,32.79
,,,,,,,,,,,,,,,,,,,,,43.3
,,,,,,,,,,,,,,,,,,,,,51.89
,,,,,,,,,,,,,,,,,,,,,60.98
,,,,,,,,,,,,,,,,,,,,,68.05
,,,,,,,,,,,,,,,,,,,,,75.47
,,,,,,,,,,,,,,,,,,,,,74.66
,,,,,,,,,,,,,,,,,,,,,64.96
,,,,,,,,,,,,,,,,,,,,,56.55
,,,,,,,,,,,,,,,,,,,,,42.35
,,,,,,,,,,,,,,,,,,,,,35.29
,,,,,,,,,,,,,,,,,,,,,30.34
,,,,,,,,,,,,,,,,,,,,,33.57
,,,,,,,,,,,,,,,,,,,,,47.41
,,,,,,,,,,,,,,,,,,,,,52.68
,,,,,,,,,,,,,,,,,,,,,61.92
,,,,,,,,,,,,,,,,,,,,,68.09
,,,,,,,,,,,,,,,,,,,,,72.9
,,,,,,,,,,,,,,,,,,,,,70.16
,,,,,,,,,,,,,,,,,,,,,65.66
,,,,,,,,,,,,,,,,,,,,,55.36
,,,,,,,,,,,,,,,,,,,,,43.99
,,,,,,,,,,,,,,,,,,,,,35.06
,,,,,,,,,,,,,,,,,,,,,33.39
,,,,,,,,,,,,,,,,,,,,,37.94
,,,,,,,,,,,,,,,,,,,,,42.31
,,,,,,,,,,,,,,,,,,,,,52.27
,,,,,,,,,,,,,,,,,,,,,59.56
,,,,,,,,,,,,,,,,,,,,,69.21
,,,,,,,,,,,,,,,,,,,,,75.31
,,,,,,,,,,,,,,,,,,,,,73.2
,,,,,,,,,,,,,,,,,,,,,67.37
,,,,,,,,,,,,,,,,,,,,,55.38
,,,,,,,,,,,,,,,,,,,,,45.01
,,,,,,,,,,,,,,,,,,,,,32.7
,,,,,,,,,,,,,,,,,,,,,38.93
,,,,,,,,,,,,,,,,,,,,,34.83
,,,,,,,,,,,,,,,,,,,,,42.62
,,,,,,,,,,,,,,,,,,,,,55.26
,,,,,,,,,,,,,,,,,,,,,62.28
,,,,,,,,,,,,,,,,,,,,,70.75
,,,,,,,,,,,,,,,,,,,,,76.41
,,,,,,,,,,,,,,,,,,,,,73.4
,,,,,,,,,,,,,,,,,,,,,63.3
,,,,,,,,,,,,,,,,,,,,,52.59
,,,,,,,,,,,,,,,,,,,,,44.08
,,,,,,,,,,,,,,,,,,,,,36.57
,,,,,,,,,,,,,,,,,,,,,31.35
,,,,,,,,,,,,,,,,,,,,,32.41
,,,,,,,,,,,,,,,,,,,,,47.66
,,,,,,,,,,,,,,,,,,,,,50.54
,,,,,,,,,,,,,,,,,,,,,62.33
,,,,,,,,,,,,,,,,,,,,,69.87
,,,,,,,,,,,,,,,,,,,,,74.7
,,,,,,,,,,,,,,,,,,,,,74.64
,,,,,,,,,,,,,,,,,,,,,66.43
,,,,,,,,,,,,,,,,,,,,,56.68
,,,,,,,,,,,,,,,,,,,,,44.01
,,,,,,,,,,,,,,,,,,,,,33.22
,,,,,,,,,,,,,,,,,,,,,30.27
,,,,,,,,,,,,,,,,,,,,,34.7
,,,,,,,,,,,,,,,,,,,,,41.86
,,,,,,,,,,,,,,,,,,,,,50.4
,,,,,,,,,,,,,,,,,,,,,59.36
,,,,,,,,,,,,,,,,,,,,,69.6
,,,,,,,,,,,,,,,,,,,,,74.08
,,,,,,,,,,,,,,,,,,,,,72.28
,,,,,,,,,,,,,,,,,,,,,65.21
,,,,,,,,,,,,,,,,,,,,,53.98
,,,,,,,,,,,,,,,,,,,,,43.92
,,,,,,,,,,,,,,,,,,,,,31.87
,,,,,,,,,,,,,,,,,,,,,31.05
,,,,,,,,,,,,,,,,,,,,,36.77
,,,,,,,,,,,,,,,,,,,,,42.87
,,,,,,,,,,,,,,,,,,,,,50.92
,,,,,,,,,,,,,,,,,,,,,61.65
,,,,,,,,,,,,,,,,,,,,,68.54
,,,,,,,,,,,,,,,,,,,,,72.63
,,,,,,,,,,,,,,,,,,,,,71.89
,,,,,,,,,,,,,,,,,,,,,66.38
,,,,,,,,,,,,,,,,,,,,,50.5
,,,,,,,,,,,,,,,,,,,,,45.84
,,,,,,,,,,,,,,,,,,,,,29.64
,,,,,,,,,,,,,,,,,,,,,30.67
,,,,,,,,,,,,,,,,,,,,,31.8
,,,,,,,,,,,,,,,,,,,,,43.57
,,,,,,,,,,,,,,,,,,,,,53.24
,,,,,,,,,,,,,,,,,,,,,59.88
,,,,,,,,,,,,,,,,,,,,,70.48
,,,,,,,,,,,,,,,,,,,,,74.71
,,,,,,,,,,,,,,,,,,,,,74.05
,,,,,,,,,,,,,,,,,,,,,66.49
,,,,,,,,,,,,,,,,,,,,,56.14
,,,,,,,,,,,,,,,,,,,,,42.31
,,,,,,,,,,,,,,,,,,,,,32.47
,,,,,,,,,,,,,,,,,,,,,29.71
,,,,,,,,,,,,,,,,,,,,,33.04
,,,,,,,,,,,,,,,,,,,,,43.07
,,,,,,,,,,,,,,,,,,,,,51.96
,,,,,,,,,,,,,,,,,,,,,59.13
,,,,,,,,,,,,,,,,,,,,,69.82
,,,,,,,,,,,,,,,,,,,,,76.14
,,,,,,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,,,,,,66.09
,,,,,,,,,,,,,,,,,,,,,55.09
,,,,,,,,,,,,,,,,,,,,,43.75
,,,,,,,,,,,,,,,,,,,,,35.4
,,,,,,,,,,,,,,,,,,,,,36.12
,,,,,,,,,,,,,,,,,,,,,37.51
,,,,,,,,,,,,,,,,,,,,,50.41
,,,,,,,,,,,,,,,,,,,,,54.68
,,,,,,,,,,,,,,,,,,,,,63.45
,,,,,,,,,,,,,,,,,,,,,70.54
,,,,,,,,,,,,,,,,,,,,,76.77
,,,,,,,,,,,,,,,,,,,,,73.8
,,,,,,,,,,,,,,,,,,,,,66.31
,,,,,,,,,,,,,,,,,,,,,53.89
,,,,,,,,,,,,,,,,,,,,,44.01
,,,,,,,,,,,,,,,,,,,,,35.92
,,,,,,,,,,,,,,,,,,,,,32.25
,,,,,,,,,,,,,,,,,,,,,34.77
,,,,,,,,,,,,,,,,,,,,,40.91
,,,,,,,,,,,,,,,,,,,,,49.68
,,,,,,,,,,,,,,,,,,,,,60.85
,,,,,,,,,,,,,,,,,,,,,70.39
,,,,,,,,,,,,,,,,,,,,,74.21
,,,,,,,,,,,,,,,,,,,,,72.99
,,,,,,,,,,,,,,,,,,,,,66.96
,,,,,,,,,,,,,,,,,,,,,53.44
,,,,,,,,,,,,,,,,,,,,,41.61
,,,,,,,,,,,,,,,,,,,,,31.06
,,,,,,,,,,,,,,,,,,,,,30.56
,,,,,,,,,,,,,,,,,,,,,32.13
,,,,,,,,,,,,,,,,,,,,,40.51
,,,,,,,,,,,,,,,,,,,,,51.69
,,,,,,,,,,,,,,,,,,,,,61.27
,,,,,,,,,,,,,,,,,,,,,69.58
,,,,,,,,,,,,,,,,,,,,,73.29
,,,,,,,,,,,,,,,,,,,,,72.25
,,,,,,,,,,,,,,,,,,,,,66.2
,,,,,,,,,,,,,,,,,,,,,56.93
,,,,,,,,,,,,,,,,,,,,,39.25
,,,,,,,,,,,,,,,,,,,,,36.81
,,,,,,,,,,,,,,,,,,,,,33.08
,,,,,,,,,,,,,,,,,,,,,32.99
,,,,,,,,,,,,,,,,,,,,,45.39
,,,,,,,,,,,,,,,,,,,,,53.24
,,,,,,,,,,,,,,,,,,,,,60.84
,,,,,,,,,,,,,,,,,,,,,71.37
,,,,,,,,,,,,,,,,,,,,,73.92
,,,,,,,,,,,,,,,,,,,,,72.95
,,,,,,,,,,,,,,,,,,,,,68.54
,,,,,,,,,,,,,,,,,,,,,57.24
,,,,,,,,,,,,,,,,,,,,,44.6
,,,,,,,,,,,,,,,,,,,,,38.66
,,,,,,,,,,,,,,,,,,,,,32.22
,,,,,,,,,,,,,,,,,,,,,39.47
,,,,,,,,,,,,,,,,,,,,,47.5
,,,,,,,,,,,,,,,,,,,,,53.19
,,,,,,,,,,,,,,,,,,,,,60.33
,,,,,,,,,,,,,,,,,,,,,71.76
,,,,,,,,,,,,,,,,,,,,,75.22
,,,,,,,,,,,,,,,,,,,,,73.53
,,,,,,,,,,,,,,,,,,,,,67.12
,,,,,,,,,,,,,,,,,,,,,57.72
,,,,,,,,,,,,,,,,,,,,,47.97
,,,,,,,,,,,,,,,,,,,,,32.95
,,,,,,,,,,,,,,,,,,,,,33.57
,,,,,,,,,,,,,,,,,,,,,41.18
,,,,,,,,,,,,,,,,,,,,,46.15
,,,,,,,,,,,,,,,,,,,,,53.8
,,,,,,,,,,,,,,,,,,,,,60.57
,,,,,,,,,,,,,,,,,,,,,70.36
,,,,,,,,,,,,,,,,,,,,,75.7
,,,,,,,,,,,,,,,,,,,,,72.01
,,,,,,,,,,,,,,,,,,,,,66.27
,,,,,,,,,,,,,,,,,,,,,55.69
,,,,,,,,,,,,,,,,,,,,,45.03
,,,,,,,,,,,,,,,,,,,,,34.29
,,,,,,,,,,,,,,,,,,,,,32.16
,,,,,,,,,,,,,,,,,,,,,35.51
,,,,,,,,,,,,,,,,,,,,,42.73
,,,,,,,,,,,,,,,,,,,,,49.03
,,,,,,,,,,,,,,,,,,,,,65.52
,,,,,,,,,,,,,,,,,,,,,71.55
,,,,,,,,,,,,,,,,,,,,,75.45
,,,,,,,,,,,,,,,,,,,,,73.51
,,,,,,,,,,,,,,,,,,,,,67.53
,,,,,,,,,,,,,,,,,,,,,53.71
,,,,,,,,,,,,,,,,,,,,,40.01
,,,,,,,,,,,,,,,,,,,,,35.51
,,,,,,,,,,,,,,,,,,,,,32.56
,,,,,,,,,,,,,,,,,,,,,31.84
,,,,,,,,,,,,,,,,,,,,,40.28
,,,,,,,,,,,,,,,,,,,,,52.84
,,,,,,,,,,,,,,,,,,,,,59.49
,,,,,,,,,,,,,,,,,,,,,68.72
,,,,,,,,,,,,,,,,,,,,,74.62
,,,,,,,,,,,,,,,,,,,,,73.74
,,,,,,,,,,,,,,,,,,,,,68.43
,,,,,,,,,,,,,,,,,,,,,52.05
,,,,,,,,,,,,,,,,,,,,,41.11
,,,,,,,,,,,,,,,,,,,,,36.43
,,,,,,,,,,,,,,,,,,,,,35.55
,,,,,,,,,,,,,,,,,,,,,36.18
,,,,,,,,,,,,,,,,,,,,,46.08
,,,,,,,,,,,,,,,,,,,,,50.88
,,,,,,,,,,,,,,,,,,,,,60.91
,,,,,,,,,,,,,,,,,,,,,70.29
,,,,,,,,,,,,,,,,,,,,,75.65
,,,,,,,,,,,,,,,,,,,,,74.71
,,,,,,,,,,,,,,,,,,,,,65.91
,,,,,,,,,,,,,,,,,,,,,54.28
,,,,,,,,,,,,,,,,,,,,,46.31
,,,,,,,,,,,,,,,,,,,,,35.71
,,,,,,,,,,,,,,,,,,,,,34.59
,,,,,,,,,,,,,,,,,,,,,30.61
,,,,,,,,,,,,,,,,,,,,,45.52
,,,,,,,,,,,,,,,,,,,,,51.87
,,,,,,,,,,,,,,,,,,,,,60.35
,,,,,,,,,,,,,,,,,,,,,72.59
,,,,,,,,,,,,,,,,,,,,,75.42
,,,,,,,,,,,,,,,,,,,,,73.98
,,,,,,,,,,,,,,,,,,,,,67.8
,,,,,,,,,,,,,,,,,,,,,56.97
,,,,,,,,,,,,,,,,,,,,,45.07
,,,,,,,,,,,,,,,,,,,,,39.34
,,,,,,,,,,,,,,,,,,,,,31.17
,,,,,,,,,,,,,,,,,,,,,33.66
,,,,,,,,,,,,,,,,,,,,,44.1
,,,,,,,,,,,,,,,,,,,,,50.67
,,,,,,,,,,,,,,,,,,,,,61.93
,,,,,,,,,,,,,,,,,,,,,70.81
,,,,,,,,,,,,,,,,,,,,,76.42
,,,,,,,,,,,,,,,,,,,,,74.61
,,,,,,,,,,,,,,,,,,,,,68.04
,,,,,,,,,,,,,,,,,,,,,55.2
,,,,,,,,,,,,,,,,,,,,,40.96
,,,,,,,,,,,,,,,,,,,,,33.12
